"","Sample_ID","Sample_date","Sample_site","Genus_sp_lifestage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","FTG_Groups_1","biop_152_codes","biop_152_names"
"3464","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"A_vernalis_wo",34,"Acan.vern"
"3465","20200803-37-890","2020-08-03","37-890","Alona_eggs",0,0,0,NA,"Alona_spp_eggs",993,"Clad eggs"
"3466","20200803-37-890","2020-08-03","37-890","Alona_w_eggs",0,0,0,NA,"Alona_spp_w",181,"Alona.sp"
"3467","20200803-37-890","2020-08-03","37-890","Alona_wo_eggs",0,0,0,NA,"Alona_spp_wo",181,"Alona.sp"
"3468","20200803-37-890","2020-08-03","37-890","Alonella_eggs",0,0,0,NA,"Alonella_spp_eggs",993,"Clad eggs"
"3469","20200803-37-890","2020-08-03","37-890","Alonella_w_eggs",0,0,0,NA,"Alonella_spp_w",9997,"Alonella"
"3470","20200803-37-890","2020-08-03","37-890","Alonella_wo_eggs",0,0,0,NA,"Alonella_spp_wo",9997,"Alonella"
"3471","20200803-37-890","2020-08-03","37-890","Argulus_eggs",0,0,0,NA,"Argulus_spp_eggs",994,"Cop  eggs"
"3472","20200803-37-890","2020-08-03","37-890","Argulus_w_eggs",0,0,0,NA,"Argulus_spp_w",9992,"othercyclo"
"3473","20200803-37-890","2020-08-03","37-890","Argulus_wo_eggs",0,0,0,NA,"Argulus_spp_wo",9992,"othercyclo"
"3474","20200803-37-890","2020-08-03","37-890","Ascomorpha",0,0,0,NA,"Ascomorpha sp.",9995,"rotifer"
"3475","20200803-37-890","2020-08-03","37-890","Asplanchna",10,1.1373227952,0.181971647232,NA,"Asplanchna sp.",9995,"rotifer"
"3476","20200803-37-890","2020-08-03","37-890","B_coregoni_eggs",79,0,9.8411062948146,NA,"B_coregoni_eggs",993,"Clad eggs"
"3477","20200803-37-890","2020-08-03","37-890","B_coregoni_w_eggs",28,3.1845038265,9.79325686732845,0.4255,"B_coregoni_w",3,"Eub.Coreg"
"3478","20200803-37-890","2020-08-03","37-890","B_coregoni_wo_eggs",58,6.5964722121,10.4447222609645,0.3182,"B_coregoni_wo",3,"Eub.Coreg"
"3479","20200803-37-890","2020-08-03","37-890","B_deitersi_eggs",0,0,0,NA,"B_deitersi_eggs",993,"Clad eggs"
"3480","20200803-37-890","2020-08-03","37-890","B_deitersi_w_eggs",0,0,0,NA,"B_deitersi_w",990,"unkclad.d"
"3481","20200803-37-890","2020-08-03","37-890","B_deitersi_wo_eggs",0,0,0,NA,"B_deitersi_wo",990,"unkclad.d"
"3482","20200803-37-890","2020-08-03","37-890","B_longimanus_eggs",0,0,0,NA,"Bythotrephes_eggs",993,"Clad eggs"
"3483","20200803-37-890","2020-08-03","37-890","B_longimanus_w_eggs",0,0,0,NA,"Bythotrephes_w",200,"Bythothre"
"3484","20200803-37-890","2020-08-03","37-890","B_longimanus_wo_eggs",0,0,0,NA,"Bythotrephes_wo",200,"Bythothre"
"3485","20200803-37-890","2020-08-03","37-890","B_longirostris_eggs",2,0,0.11600692509,NA,"B_longirostris_eggs",993,"Clad eggs"
"3486","20200803-37-890","2020-08-03","37-890","B_longirostris_w_eggs",1,0.1137322795,0.133726603531885,0.296,"B_longirostris_w",1,"Bo.Longer"
"3487","20200803-37-890","2020-08-03","37-890","B_longirostris_wo_eggs",1,0.1137322795,0.115808113348425,0.2775,"B_longirostris_wo",1,"Bo.Longer"
"3488","20200803-37-890","2020-08-03","37-890","Brachionus",78,8.8711178025,1.7742235605,NA,"Brachionus sp.",9995,"rotifer"
"3489","20200803-37-890","2020-08-03","37-890","C_pengoi_eggs",0,0,0,NA,"Cercopagis_eggs",993,"Clad eggs"
"3490","20200803-37-890","2020-08-03","37-890","C_pengoi_w_eggs",0,0,0,NA,"Cercopagis_w",990,"unkclad.d"
"3491","20200803-37-890","2020-08-03","37-890","C_pengoi_wo_eggs",0,0,0,NA,"Cercopagis_wo",990,"unkclad.d"
"3492","20200803-37-890","2020-08-03","37-890","C_scutifer_eggs",0,0,0,NA,"C_scutifer_eggs",994,"Cop eggs"
"3493","20200803-37-890","2020-08-03","37-890","C_scutifer_w_eggs",0,0,0,NA,"C_scutifer_w",154,"Cy.Scut"
"3494","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"C_scutifer_w",154,"Cy.Scut"
"3495","20200803-37-890","2020-08-03","37-890","C_scutifer_wo_eggs",0,0,0,NA,"C_scutifer_wo",154,"Cy.Scut"
"3496","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"C_scutifer_wo",154,"Cy.Scut"
"3497","20200803-37-890","2020-08-03","37-890","C_strenuus_eggs",0,0,0,NA,"C_strenuus_eggs",994,"Cop  eggs"
"3498","20200803-37-890","2020-08-03","37-890","C_strenuus_w_eggs",0,0,0,NA,"C_strenuus_w",9992,"othercyclo"
"3499","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"C_strenuus_w",9992,"othercyclo"
"3500","20200803-37-890","2020-08-03","37-890","C_strenuus_wo_eggs",0,0,0,NA,"C_strenuus_wo",9992,"othercyclo"
"3501","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"C_strenuus_wo",9992,"othercyclo"
"3502","20200803-37-890","2020-08-03","37-890","Calanoid_nauplii",737,83.8206900053,10.4442322310488,0.152625,"Calanoid_nauplii",83,"Cal. Naup"
"3503","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"Immature_calanoids",9993,"othercala"
"3504","20200803-37-890","2020-08-03","37-890","Camptocercus_eggs",0,0,0,NA,"Camptocercus_spp_eggs",993,"Clad eggs"
"3505","20200803-37-890","2020-08-03","37-890","Camptocercus_w_eggs",0,0,0,NA,"Camptocercus_spp_w",9996,"Cam.rect"
"3506","20200803-37-890","2020-08-03","37-890","Camptocercus_wo_eggs",0,0,0,NA,"Camptocercus_spp_wo",9996,"Cam.rect"
"3507","20200803-37-890","2020-08-03","37-890","Canthocamptus_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop  eggs"
"3508","20200803-37-890","2020-08-03","37-890","Canthocamptus_nauplii",0,0,0,NA,"Harpacticoid_nauplii",85,"Harp.Naup"
"3509","20200803-37-890","2020-08-03","37-890","Canthocamptus_w_eggs",0,0,0,NA,"Harpacticoids_w",135,"Harpact"
"3510","20200803-37-890","2020-08-03","37-890","Canthocamptus_wo_eggs",0,0,0,NA,"Harpacticoids_wo",135,"Harpact"
"3511","20200803-37-890","2020-08-03","37-890","Ceriodaphnia_eggs",0,0,0,NA,"Ceriodaphnia_spp_wggs",993,"Clad eggs"
"3512","20200803-37-890","2020-08-03","37-890","Ceriodaphnia_w_eggs",0,0,0,NA,"Ceriodaphnia_spp_w",189,"Cerio.sp"
"3513","20200803-37-890","2020-08-03","37-890","Ceriodaphnia_wo_eggs",1,0.1137322795,0.0919190611171973,0.444,"Ceriodaphnia_spp_wo",189,"Cerio.sp"
"3514","20200803-37-890","2020-08-03","37-890","Chydorids_eggs",0,0,0,NA,"Chydorid_eggs",993,"Clad eggs"
"3515","20200803-37-890","2020-08-03","37-890","Chydorids_w_eggs",0,0,0,NA,"Chydorids_w",13,"Ch.Sphae"
"3516","20200803-37-890","2020-08-03","37-890","Chydorids_wo_eggs",0,0,0,NA,"Chydorids_wo",13,"Ch.Sphae"
"3517","20200803-37-890","2020-08-03","37-890","Collotheca",0,0,0,NA,"Collotheca sp.",9995,"rotifer"
"3518","20200803-37-890","2020-08-03","37-890","Conochilus",0,0,0,NA,"Conochilus sp.",9995,"rotifer"
"3519","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"Cyclopidae_immature",9992,"othercyclo"
"3520","20200803-37-890","2020-08-03","37-890","Cyclopoid_nauplii",68,7.7337950073,0.823835069934014,0.1406,"Cyclopoid_nauplii",82,"Cycl.Naup"
"3521","20200803-37-890","2020-08-03","37-890","D_ambigua_eggs",0,0,0,NA,"D_ambigua_eggs",993,"Clad eggs"
"3522","20200803-37-890","2020-08-03","37-890","D_ambigua_w_eggs",0,0,0,NA,"D_ambigua_w",113,"Daph.sp"
"3523","20200803-37-890","2020-08-03","37-890","D_ambigua_wo_eggs",0,0,0,NA,"D_ambigua_wo",113,"Daph.sp"
"3524","20200803-37-890","2020-08-03","37-890","D_laevis_eggs",0,0,0,NA,"D_laevis_eggs",993,"Clad eggs"
"3525","20200803-37-890","2020-08-03","37-890","D_laevis_w_eggs",0,0,0,NA,"D_laevis_w",113,"Daph.sp"
"3526","20200803-37-890","2020-08-03","37-890","D_laevis_wo_eggs",0,0,0,NA,"D_laevis_wo",113,"Daph.sp"
"3527","20200803-37-890","2020-08-03","37-890","D_longiremis_eggs",0,0,0,NA,"D_longiremis_eggs",993,"Clad eggs"
"3528","20200803-37-890","2020-08-03","37-890","D_longiremis_w_eggs",0,0,0,NA,"D_longiremis_w",7,"Da.Long"
"3529","20200803-37-890","2020-08-03","37-890","D_longiremis_wo_eggs",0,0,0,NA,"D_longiremis_wo",7,"Da.Long"
"3530","20200803-37-890","2020-08-03","37-890","D_lumholtzi_eggs",0,0,0,NA,"D_limholtzi_eggs",993,"Clad eggs"
"3531","20200803-37-890","2020-08-03","37-890","D_lumholtzi_w_eggs",0,0,0,NA,"D_lumholtzi_w",113,"Daph.sp"
"3532","20200803-37-890","2020-08-03","37-890","D_lumholtzi_wo_eggs",0,0,0,NA,"D_lumholtzi_wo",113,"Daph.sp"
"3533","20200803-37-890","2020-08-03","37-890","D_mendotae_eggs",0,0,0,NA,"D_mendotae_eggs",993,"Clad eggs"
"3534","20200803-37-890","2020-08-03","37-890","D_mendotae_w_eggs",0,0,0,NA,"D_mendotae_w",9,"Da.G.Men"
"3535","20200803-37-890","2020-08-03","37-890","D_mendotae_wo_eggs",3,0.3411968386,2.57003093700017,0.992833333333333,"D_mendotae_wo",9,"Da.G.Men"
"3536","20200803-37-890","2020-08-03","37-890","D_nanus_eggs",0,0,0,NA,"D_nanus_eggs",994,"Cop  eggs"
"3537","20200803-37-890","2020-08-03","37-890","D_nanus_w_eggs",0,0,0,NA,"D_nanus_w",9992,"othercyclo"
"3538","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"D_nanus_w",9992,"othercyclo"
"3539","20200803-37-890","2020-08-03","37-890","D_nanus_wo_eggs",0,0,0,NA,"D_nanus_wo",9992,"othercyclo"
"3540","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"D_nanus_wo",9992,"othercyclo"
"3541","20200803-37-890","2020-08-03","37-890","D_parvula_eggs",0,0,0,NA,"D_parvula_eggs",993,"Clad eggs"
"3542","20200803-37-890","2020-08-03","37-890","D_parvula_w_eggs",0,0,0,NA,"D_parvula_w",125,"Da.Parv"
"3543","20200803-37-890","2020-08-03","37-890","D_parvula_wo_eggs",0,0,0,NA,"D_parvula_wo",125,"Da.Parv"
"3544","20200803-37-890","2020-08-03","37-890","D_pulex_eggs",0,0,0,NA,"D_pulex_eggs",993,"Clad eggs"
"3545","20200803-37-890","2020-08-03","37-890","D_pulex_w_eggs",0,0,0,NA,"D_pulex_w",151,"Da.Pulex"
"3546","20200803-37-890","2020-08-03","37-890","D_pulex_wo_eggs",0,0,0,NA,"D_pulex_wo",151,"Da.Pulex"
"3547","20200803-37-890","2020-08-03","37-890","D_retrocurva_eggs",2,0,0.1339083858833,NA,"D_retrocurva_eggs",993,"Clad eggs"
"3548","20200803-37-890","2020-08-03","37-890","D_retrocurva_w_eggs",1,0.1137322795,0.429289640307032,0.999,"D_retrocurva_w",5,"Da.Retro"
"3549","20200803-37-890","2020-08-03","37-890","D_retrocurva_wo_eggs",2,0.227464559,0.215338352885184,0.592,"D_retrocurva_wo",5,"Da.Retro"
"3550","20200803-37-890","2020-08-03","37-890","D_rosea_eggs",0,0,0,NA,"D_rosea_eggs",993,"Clad eggs"
"3551","20200803-37-890","2020-08-03","37-890","D_rosea_w_eggs",0,0,0,NA,"D_rosea_w",113,"Daph.sp"
"3552","20200803-37-890","2020-08-03","37-890","D_rosea_wo_eggs",0,0,0,NA,"D_rosea_wo",113,"Daph.sp"
"3553","20200803-37-890","2020-08-03","37-890","D_schodleri_eggs",0,0,0,NA,"D_schodleri_eggs",993,"Clad eggs"
"3554","20200803-37-890","2020-08-03","37-890","D_schodleri_w_eggs",0,0,0,NA,"D_schodleri_w",113,"Daph.sp"
"3555","20200803-37-890","2020-08-03","37-890","D_schodleri_wo_eggs",0,0,0,NA,"D_schodleri_wo",113,"Daph.sp"
"3556","20200803-37-890","2020-08-03","37-890","D_thomasi_eggs",0,0,0,NA,"D_thomasi_eggs",994,"Cop eggs"
"3557","20200803-37-890","2020-08-03","37-890","D_thomasi_w_eggs",0,0,0,NA,"D_thomasi_w",31,"Dia.Thoma"
"3558","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"D_thomasi_w",31,"Dia.Thoma"
"3559","20200803-37-890","2020-08-03","37-890","D_thomasi_wo_eggs",0,0,0,NA,"D_thomasi_wo",31,"Dia.Thoma"
"3560","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"D_thomasi_wo",31,"Dia.Thoma"
"3561","20200803-37-890","2020-08-03","37-890","Diaphanosoma_eggs",30,0,2.286018818352,NA,"Diaphanosoma_spp_eggs",993,"Clad eggs"
"3562","20200803-37-890","2020-08-03","37-890","Diaphanosoma_w_eggs",13,1.4785196337,5.584194326873,0.754230769230769,"Diaphanosoma_spp_w",187,"Dia.Brach"
"3563","20200803-37-890","2020-08-03","37-890","Diaphanosoma_wo_eggs",60,6.8239367711,17.1773477913024,0.511525,"Diaphanosoma_spp_wo",187,"Dia.Brach"
"3564","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"Diaptomidae_immature",300,"Diaptomidae.immature"
"3565","20200803-37-890","2020-08-03","37-890","Dreissena_veligers",1066,121.238609967,56.375953634655,0.13135,"Dreissena_veligers",234,"Veligers"
"3566","20200803-37-890","2020-08-03","37-890","E_agilis_eggs",0,0,0,NA,"E_agilis_eggs",994,"Cop eggs"
"3567","20200803-37-890","2020-08-03","37-890","E_agilis_w_eggs",0,0,0,NA,"E_agilis_w",43,"Eucyclops"
"3568","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"E_agilis_w",43,"Eucyclops"
"3569","20200803-37-890","2020-08-03","37-890","E_agilis_wo_eggs",0,0,0,NA,"E_agilis_wo",43,"Eucyclops"
"3570","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"E_agilis_wo",43,"Eucyclops"
"3571","20200803-37-890","2020-08-03","37-890","E_carolleeae_eggs",0,0,0,NA,"E_affinis_eggs",994,"Cop eggs"
"3572","20200803-37-890","2020-08-03","37-890","E_carolleeae_w_eggs",0,0,0,NA,"E_affinis_w",70,"Eury.Affi"
"3573","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"E_affinis_w",70,"Eury.Affi"
"3574","20200803-37-890","2020-08-03","37-890","E_carolleeae_wo_eggs",0,0,0,NA,"E_affinis_wo",70,"Eury.Affi"
"3575","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"E_affinis_wo",70,"Eury.Affi"
"3576","20200803-37-890","2020-08-03","37-890","E_elegans_eggs",0,0,0,NA,"E_elegans_eggs",994,"Cop eggs"
"3577","20200803-37-890","2020-08-03","37-890","E_elegans_w_eggs",0,0,0,NA,"E_elegans_w",43,"Eucyclops"
"3578","20200803-37-890","2020-08-03","37-890","E_elegans_wo_eggs",0,0,0,NA,"E_elegans_wo",43,"Eucyclops"
"3579","20200803-37-890","2020-08-03","37-890","E_lacustris",0,0,0,NA,"Epishura_spp",73,"Ep.Lacus"
"3580","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"Epishura_spp",73,"Ep.Lacus"
"3581","20200803-37-890","2020-08-03","37-890","E_lamellatus_eggs",0,0,0,NA,"Eurycercus_lamellatus_eggs",993,"Clad eggs"
"3582","20200803-37-890","2020-08-03","37-890","E_lamellatus_w_eggs",0,0,0,NA,"Eurycercus_lamellatus_w",25,"Eury.Lam"
"3583","20200803-37-890","2020-08-03","37-890","E_lamellatus_wo_eggs",0,0,0,NA,"Eurycercus_lamellatus_wo",25,"Eury.Lam"
"3584","20200803-37-890","2020-08-03","37-890","E_phaleratus_eggs",0,0,0,NA,"Ectocyclops_phaleratus_eggs",994,"Cop eggs"
"3585","20200803-37-890","2020-08-03","37-890","E_phaleratus_w_eggs",0,0,0,NA,"Ectocyclops_phaleratus_w",9992,"othercyclo"
"3586","20200803-37-890","2020-08-03","37-890","E_phaleratus_wo_eggs",0,0,0,NA,"Ectocyclops_phaleratus_wo",9992,"othercyclo"
"3587","20200803-37-890","2020-08-03","37-890","E_prionophorus_eggs",0,0,0,NA,"E_prionophorus_eggs",994,"Cop eggs"
"3588","20200803-37-890","2020-08-03","37-890","E_prionophorus_w_eggs",0,0,0,NA,"E_prionophorus_w",43,"Eucyclops"
"3589","20200803-37-890","2020-08-03","37-890","E_prionophorus_wo_eggs",0,0,0,NA,"E_prionophorus_wo",43,"Eucyclops"
"3590","20200803-37-890","2020-08-03","37-890","E_speratus_eggs",0,0,0,NA,"E_speratus_eggs",994,"Cop eggs"
"3591","20200803-37-890","2020-08-03","37-890","E_speratus_w_eggs",0,0,0,NA,"E_speratus_w",43,"Eucyclops"
"3592","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"E_speratus_w",43,"Eucyclops"
"3593","20200803-37-890","2020-08-03","37-890","E_speratus_wo_eggs",0,0,0,NA,"E_speratus_wo",43,"Eucyclops"
"3594","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"E_speratus_wo",43,"Eucyclops"
"3595","20200803-37-890","2020-08-03","37-890","Ergasilus_eggs",0,0,0,NA,"Ergasilus_eggs",994,"Cop eggs"
"3596","20200803-37-890","2020-08-03","37-890","Ergasilus_w_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"3597","20200803-37-890","2020-08-03","37-890","Ergasilus_wo_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"3598","20200803-37-890","2020-08-03","37-890","Euchlanis",0,0,0,NA,"Euchlanis sp.",9995,"rotifer"
"3599","20200803-37-890","2020-08-03","37-890","Eucyclops_eggs",0,0,0,NA,"Eucyclops_spp_eggs",994,"Cop eggs"
"3600","20200803-37-890","2020-08-03","37-890","Eucyclops_w_eggs",0,0,0,NA,"Eucyclops_spp_w",43,"Eucyclops"
"3601","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"Eucyclops_spp_w",43,"Eucyclops"
"3602","20200803-37-890","2020-08-03","37-890","Eucyclops_wo_eggs",0,0,0,NA,"Eucyclops_spp_wo",43,"Eucyclops"
"3603","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"Eucyclops_spp_wo",43,"Eucyclops"
"3604","20200803-37-890","2020-08-03","37-890","Filinia",0,0,0,NA,"Filinia sp.",9995,"rotifer"
"3605","20200803-37-890","2020-08-03","37-890","H_gibberum_eggs",0,0,0,NA,"H_gibberum_eggs",993,"Clad eggs"
"3606","20200803-37-890","2020-08-03","37-890","H_gibberum_w_eggs",0,0,0,NA,"H_gibberum_w",17,"Ho.Gibber"
"3607","20200803-37-890","2020-08-03","37-890","H_gibberum_wo_eggs",0,0,0,NA,"H_gibberum_wo",17,"Ho.Gibber"
"3608","20200803-37-890","2020-08-03","37-890","Harpacticoid_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop eggs"
"3609","20200803-37-890","2020-08-03","37-890","Ilyocryptus_eggs",0,0,0,NA,"Ilyocryptus_spp_eggs",993,"Clad eggs"
"3610","20200803-37-890","2020-08-03","37-890","Ilyocryptus_w_eggs",0,0,0,NA,"Ilyocryptus_spp_w",150,"Il.Spinif"
"3611","20200803-37-890","2020-08-03","37-890","Ilyocryptus_wo_eggs",0,0,0,NA,"Ilyocryptus_spp_wo",150,"Il.Spinif"
"3612","20200803-37-890","2020-08-03","37-890","K_latissima_eggs",0,0,0,NA,"Kurzia_latissima_eggs",993,"Clad eggs"
"3613","20200803-37-890","2020-08-03","37-890","K_latissima_w_eggs",0,0,0,NA,"Kurzia_latissima_w",990,"unkclad.d"
"3614","20200803-37-890","2020-08-03","37-890","K_latissima_wo_eggs",0,0,0,NA,"Kurzia_latissima_wo",990,"unkclad.d"
"3615","20200803-37-890","2020-08-03","37-890","K_quadrata",0,0,0,NA,"Keratella_quad",9995,"rotifer"
"3616","20200803-37-890","2020-08-03","37-890","Kellicottia",0,0,0,NA,"Kellicottia sp.",9995,"rotifer"
"3617","20200803-37-890","2020-08-03","37-890","Keratella",81,9.212314641,1.01335461051,NA,"Keratella sp.",9995,"rotifer"
"3618","20200803-37-890","2020-08-03","37-890","L_ashlandi_eggs",0,0,0,NA,"L_ashlandi_eggs",994,"Cop eggs"
"3619","20200803-37-890","2020-08-03","37-890","L_ashlandi_w_eggs",0,0,0,NA,"L_ashlandi_w",67,"Di.Ashlan"
"3620","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_ashlandi_w",67,"Di.Ashlan"
"3621","20200803-37-890","2020-08-03","37-890","L_ashlandi_wo_eggs",0,0,0,NA,"L_ashlandi_wo",67,"Di.Ashlan"
"3622","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_ashlandi_wo",67,"Di.Ashlan"
"3623","20200803-37-890","2020-08-03","37-890","L_kindti_eggs",0,0,0,NA,"Leptodora_eggs",993,"Clad eggs"
"3624","20200803-37-890","2020-08-03","37-890","L_kindti_w_eggs",0,0,0,NA,"Leptodora_w",19,"Le.Kindti"
"3625","20200803-37-890","2020-08-03","37-890","L_kindti_wo_eggs",15,1.7059841928,14.5503137256844,2.36553333333333,"Leptodora_wo",19,"Le.Kindti"
"3626","20200803-37-890","2020-08-03","37-890","L_macrurus_adult",0,0,0,NA,"L_macrurus_adult",52,"Li.Macrur"
"3627","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_macrurus_adult",52,"Li.Macrur"
"3628","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_macrurus_immature",52,"Li.Macrur"
"3629","20200803-37-890","2020-08-03","37-890","L_minutus_eggs",0,0,0,NA,"L_minutus_eggs",994,"Cop eggs"
"3630","20200803-37-890","2020-08-03","37-890","L_minutus_w_eggs",0,0,0,NA,"L_minutus_w",64,"Di.Minut"
"3631","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_minutus_w",64,"Di.Minut"
"3632","20200803-37-890","2020-08-03","37-890","L_minutus_wo_eggs",0,0,0,NA,"L_minutus_wo",64,"Di.Minut"
"3633","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_minutus_wo",64,"Di.Minut"
"3634","20200803-37-890","2020-08-03","37-890","L_patella",0,0,0,NA,"Lepadella patella",9995,"rotifer"
"3635","20200803-37-890","2020-08-03","37-890","L_sicilis_eggs",0,0,0,NA,"L_sicilis_eggs",994,"Cop eggs"
"3636","20200803-37-890","2020-08-03","37-890","L_sicilis_w_eggs",0,0,0,NA,"L_sicilis_w",55,"Di.Sicil"
"3637","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_sicilis_w",55,"Di.Sicil"
"3638","20200803-37-890","2020-08-03","37-890","L_sicilis_wo_eggs",0,0,0,NA,"L_sicilis_wo",55,"Di.Sicil"
"3639","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_sicilis_wo",55,"Di.Sicil"
"3640","20200803-37-890","2020-08-03","37-890","L_siciloides_eggs",294,0,3.86200701561675,NA,"L_siciloides_eggs",994,"Cop eggs"
"3641","20200803-37-890","2020-08-03","37-890","L_siciloides_w_eggs",54,6.141543094,38.7203251545647,1.016575,"L_siciloides_w",61,"Di.Sicilo"
"3642","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_siciloides_w",61,"Di.Sicilo"
"3643","20200803-37-890","2020-08-03","37-890","L_siciloides_wo_eggs",174,19.7894166362,88.4896827554913,0.923052631578947,"L_siciloides_wo",61,"Di.Sicilo"
"3644","20200803-37-890","2020-08-03","37-890","Calanoida_immature",134,15.2401254555,30.6675484622216,0.696833333333333,"L_siciloides_wo",61,"Di.Sicilo"
"3645","20200803-37-890","2020-08-03","37-890","Lecane",0,0,0,NA,"Lecane sp.",9995,"rotifer"
"3646","20200803-37-890","2020-08-03","37-890","Leydigia_eggs",0,0,0,NA,"Leydigia_eggs",993,"Clad eggs"
"3647","20200803-37-890","2020-08-03","37-890","Leydigia_w_eggs",0,0,0,NA,"Leydigia_spp_w",990,"unkclad.d"
"3648","20200803-37-890","2020-08-03","37-890","Leydigia_wo_eggs",0,0,0,NA,"Leydigia_spp_wo",990,"unkclad.d"
"3649","20200803-37-890","2020-08-03","37-890","Loose_Bosmina_eggs",2,0,0.11600692509,NA,"Lse_Bosmina_eggs",993,"Clad eggs"
"3650","20200803-37-890","2020-08-03","37-890","Loose_Cladoceran_eggs",5,0,0.57736191698328,NA,"Lse_Cladoceran_eggs",993,"Clad eggs"
"3651","20200803-37-890","2020-08-03","37-890","Loose_Copepod_eggs",94,0,1.22837685817452,NA,"Lse_copepod_eggs",994,"Cop eggs"
"3652","20200803-37-890","2020-08-03","37-890","Loose_Daphnia_eggs",0,0,0,NA,"Lse_Daphnia_eggs",993,"Clad eggs"
"3653","20200803-37-890","2020-08-03","37-890","M_albidus_eggs",0,0,0,NA,"M_albidus_eggs",994,"Cop eggs"
"3654","20200803-37-890","2020-08-03","37-890","M_albidus_w_eggs",0,0,0,NA,"M_albidus_w",9992,"othercyclo"
"3655","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"M_albidus_w",9992,"othercyclo"
"3656","20200803-37-890","2020-08-03","37-890","M_albidus_wo_eggs",0,0,0,NA,"M_albidus_wo",9992,"othercyclo"
"3657","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"M_albidus_wo",9992,"othercyclo"
"3658","20200803-37-890","2020-08-03","37-890","M_edax_eggs",32,0,0.636900765305,NA,"Mesocyclops_eggs",994,"Cop eggs"
"3659","20200803-37-890","2020-08-03","37-890","M_edax_w_eggs",2,0.227464559,1.59259386487221,1.0175,"Mesocyclops_spp_w",40,"Meso.edax"
"3660","20200803-37-890","2020-08-03","37-890","Cyclopoida_immature",45,5.1179525783,5.23506017912486,0.407,"Mesocyclops_spp_w",40,"Meso.edax"
