"","Sample_ID","Sample_date.x","Sample_site.x","Genus_sp_lifestage","Life_stage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","Order1","Project","Subsampled_vol_mL","Diluted_vol_mL","Sample_date.y","Sample_site.y","Meter_1","Meter_2","Meter_B1","Meter_B2","Vol_sampled_L","Vol_sampled_L2","V1toV2ratio","V1equalsV2","Zoop_density1a","Zoop_density2","blah"
"174","20090713-1281_10m","2009-07-13","1281_10m","T_prasinus_mexicanus_wo_eggs","Older",8,108.29689594022,66.6706937207396,0.31675,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
"175","20090713-1281_10m","2009-07-13","1281_10m","Unidentified_Rotifers","Older",65,879.912279514288,386.281490706773,NA,"Rotifera spp.","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",8.77717984552906,8.77717984552906,-871.135099668759
"176","20150507-1279_20m","2015-05-07","1279_20m","Unidentified_Rotifers","Older",9101,690.716425166551,303.224510648116,NA,"Rotifera spp.","LEPAS",23,1400,2015-05-07,"1279_20m",394093,394245,NA,NA,802.33,802.028,0.999623596275847,"same",690.456436931784,690.716425166551,-0.259988234766638
"177","20150604-1281_10m","2015-06-04","1281_10m","B_longirostris_eggs","Egg",98,46.0866443021036,23.5041885940728,NA,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",4.61906173658811,46.0866443021036,-41.4675825655155
"178","20150604-1281_10m","2015-06-04","1281_10m","B_longirostris_w_eggs","Older",36,16.9297877028136,50.174061597171,0.4416,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",1.69679818895073,16.9297877028136,-15.2329895138628
"179","20150604-1281_10m","2015-06-04","1281_10m","B_longirostris_wo_eggs","Older",88,41.3839254957665,51.8680993659925,0.298488888888889,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",4.14772890632401,41.3839254957665,-37.2361965894425
"180","20150604-1281_10m","2015-06-04","1281_10m","Calanoid_nauplii","Nauplii",95,44.6758286602025,5.87201068987382,0.155085714285714,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",4.47766188750888,44.6758286602025,-40.1981667726936
"181","20150604-1281_10m","2015-06-04","1281_10m","Cyclopidae_immature","Younger",22,10.3459813739416,6.71054112985092,0.322,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",1.036932226581,10.3459813739416,-9.30904914736062
"182","20150604-1281_10m","2015-06-04","1281_10m","Cyclopoid_nauplii","Nauplii",14,6.58380632887194,0.769938363222778,0.1472,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.659865962369729,6.58380632887194,-5.92394036650221
"183","20150604-1281_10m","2015-06-04","1281_10m","D_mendotae_eggs","Egg",11,5.17299068697081,3.04533961741972,NA,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.518466113290502,5.17299068697081,-4.65452457368031
"184","20150604-1281_10m","2015-06-04","1281_10m","D_mendotae_w_eggs","Older",5,2.35135940316855,29.7824939547046,1.39104,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.235666415132046,2.35135940316855,-2.1156929880365
"185","20150604-1281_10m","2015-06-04","1281_10m","D_mendotae_wo_eggs","Older",6,2.82163128380226,24.5604498358293,1.06413333333333,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.282799698158456,2.82163128380226,-2.53883158564381
"186","20150604-1281_10m","2015-06-04","1281_10m","D_thomasi_wo_eggs","Older",11,5.17299068697081,10.7565216439404,0.594933333333333,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.518466113290502,5.17299068697081,-4.65452457368031
"187","20150604-1281_10m","2015-06-04","1281_10m","D_thomasi_wo_eggs","Older",11,5.17299068697081,10.7565216439404,0.594933333333333,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.518466113290502,5.17299068697081,-4.65452457368031
"188","20150604-1281_10m","2015-06-04","1281_10m","D_thomasi_wo_eggs","Younger",21,9.87570949330791,13.0121525675044,0.4669,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.989798943554594,9.87570949330791,-8.88591054975332
"189","20150604-1281_10m","2015-06-04","1281_10m","D_thomasi_wo_eggs","Younger",21,9.87570949330791,13.0121525675044,0.4669,"Cyclopoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.989798943554594,9.87570949330791,-8.88591054975332
"190","20150604-1281_10m","2015-06-04","1281_10m","Diaptomidae_immature","Younger",17,7.99462197077307,25.8494842846497,0.696133333333333,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.801265811448957,7.99462197077307,-7.19335615932411
"191","20150604-1281_10m","2015-06-04","1281_10m","Dreissena_veligers","Veliger",8,3.76217504506968,1.7494113959574,0.0736,"Veneroida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.377066264211274,3.76217504506968,-3.38510878085841
"192","20150604-1281_10m","2015-06-04","1281_10m","Kellicottia","Older",5,2.35135940316855,0.14578428299645,NA,"Ploima","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.235666415132046,2.35135940316855,-2.1156929880365
"193","20150604-1281_10m","2015-06-04","1281_10m","Keratella","Older",39,18.3406033447147,2.01746636791862,NA,"Ploima","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",1.83819803802996,18.3406033447147,-16.5024053066847
"194","20150604-1281_10m","2015-06-04","1281_10m","L_ashlandi_wo_eggs","Older",2,0.94054376126742,5.14381853061347,0.9384,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.0942665660528185,0.94054376126742,-0.846277195214602
"195","20150604-1281_10m","2015-06-04","1281_10m","L_ashlandi_wo_eggs","Older",2,0.94054376126742,5.14381853061347,0.9384,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.0942665660528185,0.94054376126742,-0.846277195214602
"196","20150604-1281_10m","2015-06-04","1281_10m","Loose_Cladoceran_eggs","Egg",3,1.41081564190113,1.43240112122222,NA,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.141399849079228,1.41081564190113,-1.2694157928219
"197","20150604-1281_10m","2015-06-04","1281_10m","Loose_Copepod_eggs","Egg",9,4.23244692570339,0.48630815176332,NA,"Copepoda spp.","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.424199547237683,4.23244692570339,-3.80824737846571
"198","20150604-1281_10m","2015-06-04","1281_10m","Loose_Daphnia_eggs","Egg",6,2.82163128380226,1.66109433677439,NA,"Cladocera","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.282799698158456,2.82163128380226,-2.53883158564381
"199","20150604-1281_10m","2015-06-04","1281_10m","Polyarthra","Older",13,6.11353444823823,4.52401549169629,NA,"Ploima","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.61273267934332,6.11353444823823,-5.50080176889491
"200","20150604-1281_10m","2015-06-04","1281_10m","S_oregonensis_wo_eggs","Older",1,0.47027188063371,2.47308309962814,0.92,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.0471332830264092,0.47027188063371,-0.423138597607301
"201","20150604-1281_10m","2015-06-04","1281_10m","S_oregonensis_wo_eggs","Older",1,0.47027188063371,2.47308309962814,0.92,"Calanoida","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",0.0471332830264092,0.47027188063371,-0.423138597607301
"202","20150604-1281_10m","2015-06-04","1281_10m","Unidentified_Rotifers","Older",182,85.5894822753352,37.5737827188722,NA,"Rotifera spp.","LEPAS",6,6000,2015-06-04,"1281_10m",79707,80110,NA,NA,21216.43,2126.4295,0.100225603459206,"dif",8.57825751080648,85.5894822753352,-77.0112247645288
"203","20180620-1281_10m","2018-06-20","1281_10m","Unidentified_Rotifers","Older",10767,280.168034901091,122.993767321579,NA,"Rotifera spp.","LEPAS",19,1500,2018-06-20,"1281_10m",476717,477292,NA,NA,3039.26,3033.9875,0.998265202713818,"same",279.68200015447,280.168034901091,-0.486034746621215
