"","Sample_ID","Sample_date","Sample_site","Chl_a_ugL_L"
"1677","20020607-37-890",2002-06-07,"37-890",4.24797
"1678","20020607-3-996",2002-06-07,"3-996",13.51287
"1679","20020607-8-994",2002-06-07,"8-994",5.11839
"1680","20020618-14-972",2002-06-18,"14-972",1.408817647
"1681","20020618-16-970",2002-06-18,"16-970",2.275602857
"1682","20020618-27-918",2002-06-18,"27-918",3.32949
"1683","20020618-29-905",2002-06-18,"29-905",3.4977
"1684","20020618-36-873",2002-06-18,"36-873",2.03988
"1685","20020618-37-890",2002-06-18,"37-890",1.7355
"1686","20020618-3-996",2002-06-18,"3-996",5.9007
"1687","20020618-8-994",2002-06-18,"8-994",4.6191
"1688","20020702-14-972",2002-07-02,"14-972",2.69136
"1689","20020702-16-970",2002-07-02,"16-970",2.36295
"1690","20020702-27-918",2002-07-02,"27-918",2.15202
"1691","20020702-29-905",2002-07-02,"29-905",3.25206
"1692","20020702-36-873",2002-07-02,"36-873",3.8181
"1693","20020702-37-890",2002-07-02,"37-890",4.1652
"1694","20020703-3-996",2002-07-03,"3-996",2.76879
"1695","20020702-8-994",2002-07-02,"8-994",1.85832
"1696","20020716-14-972",2002-07-16,"14-972",28.90754029
"1697","20020716-16-970",2002-07-16,"16-970",11.084505
"1698","20020716-27-918",2002-07-16,"27-918",9.535905
"1699","20020716-29-905",2002-07-16,"29-905",5.317305
"1700","20020716-36-873",2002-07-16,"36-873",15.577225
"1701","20020716-37-890",2002-07-16,"37-890",18.69781929
"1702","20020717-3-996",2002-07-17,"3-996",15.185625
"1703","20020716-8-994",2002-07-16,"8-994",21.817905
"1704","20020731-14-972",2002-07-31,"14-972",1.15029
"1705","20020731-16-970",2002-07-31,"16-970",0.751155
"1706","20020731-3-996",2002-07-31,"3-996",0.852271633
"1707","20020731-8-994",2002-07-31,"8-994",1.351975
"1708","20020801-27-918",2002-08-01,"27-918",0.732933
"1709","20020801-29-905",2002-08-01,"29-905",1.563798
"1710","20020801-36-873",2002-08-01,"36-873",2.307198
"1711","20020801-37-890",2002-08-01,"37-890",1.930698
"1712","20020815-14-972",2002-08-15,"14-972",23.84844
"1713","20020815-16-970",2002-08-15,"16-970",13.87332
"1714","20020815-3-996",2002-08-15,"3-996",23.38386
"1715","20020815-8-994",2002-08-15,"8-994",13.65438
"1716","20020827-3-996",2002-08-27,"3-996",14.996055
"1717","20020829-16-970",2002-08-29,"16-970",6.98383
"1718","20020830-27-918",2002-08-30,"27-918",3.854738333
"1719","20020830-29-905",2002-08-30,"29-905",9.082005
"1720","20020830-36-873",2002-08-30,"36-873",4.137793235
"1721","20020830-37-890",2002-08-30,"37-890",9.847405
"1722","20020906-14-972",2002-09-06,"14-972",8.652135
"1723","20020906-8-994",2002-09-06,"8-994",9.421095
"1724","20020923-14-972",2002-09-23,"14-972",3.533745
"1725","20020923-16-970",2002-09-23,"16-970",9.826935
"1726","20020924-3-996",2002-09-24,"3-996",10.905615
"1727","20020924-8-994",2002-09-24,"8-994",7.274415
"1728","20020925-27-918",2002-09-25,"27-918",6.18906
"1729","20020925-29-905",2002-09-25,"29-905",5.98347
"1730","20020930-36-873",2002-09-30,"36-873",4.190565
"1731","20020930-37-890",2002-09-30,"37-890",4.972005
"1732","20030506-14-972",2003-05-06,"14-972",2.44572
"1733","20030506-16-970",2003-05-06,"16-970",2.70204
"1734","20030506-3-996",2003-05-06,"3-996",3.1272375
"1735","20030506-8-994",2003-05-06,"8-994",4.455085714
"1736","20030509-27-918",2003-05-09,"27-918",2.675721429
"1737","20030509-29-905",2003-05-09,"29-905",2.54985
"1738","20030509-36-873",2003-05-09,"36-873",5.828016667
"1739","20030509-37-890",2003-05-09,"37-890",0.45123
"1740","20030523-14-972",2003-05-23,"14-972",2.043885
"1741","20030523-16-970",2003-05-23,"16-970",0
"1742","20030523-27-918",2003-05-23,"27-918",4.497615
"1743","20030523-29-905",2003-05-23,"29-905",7.490685
"1744","20030523-36-873",2003-05-23,"36-873",1.15611
"1745","20030523-37-890",2003-05-23,"37-890",0
"1746","20030523-3-996",2003-05-23,"3-996",14.427345
"1747","20030523-8-994",2003-05-23,"8-994",9.893685
"1748","20030603-14-972",2003-06-03,"14-972",6.602595882
"1749","20030603-16-970",2003-06-03,"16-970",6.2478
"1750","20030603-3-996",2003-06-03,"3-996",15.91053
"1751","20030603-8-994",2003-06-03,"8-994",13.428765
"1752","20030605-27-918",2003-06-05,"27-918",2.95569
"1753","20030605-29-905",2003-06-05,"29-905",3.79674
"1754","20030605-36-873",2003-06-05,"36-873",1.94109
"1755","20030605-37-890",2003-06-05,"37-890",1.78089
"1756","20030617-8-994",2003-06-17,"8-994",10.52514
"1757","20030618-16-970",2003-06-18,"16-970",2.22678
"1758","20030624-14-972",2003-06-24,"14-972",16.53264
"1759","20030624-3-996",2003-06-24,"3-996",9.41442
"1760","20030625-27-918",2003-06-25,"27-918",5.45748
"1761","20030625-29-905",2003-06-25,"29-905",4.87008
"1762","20030625-36-873",2003-06-25,"36-873",10.6533
"1763","20030625-37-890",2003-06-25,"37-890",5.42277
"1764","20030701-14-972",2003-07-01,"14-972",5.35602
"1765","20030701-16-970",2003-07-01,"16-970",2.30154
"1766","20030701-27-918",2003-07-01,"27-918",1.93041
"1767","20030701-29-905",2003-07-01,"29-905",2.25615
"1768","20030701-36-873",2003-07-01,"36-873",3.24138
"1769","20030701-37-890",2003-07-01,"37-890",3.20667
"1770","20030701-3-996",2003-07-01,"3-996",3.14526
"1771","20030701-8-994",2003-07-01,"8-994",2.09862
"1772","20030714-14-972",2003-07-14,"14-972",15.14424
"1773","20030714-16-970",2003-07-14,"16-970",6.09561
"1774","20030714-27-918",2003-07-14,"27-918",8.93649
"1775","20030714-29-905",2003-07-14,"29-905",9.32097
"1776","20030714-36-873",2003-07-14,"36-873",4.15185
"1777","20030714-37-890",2003-07-14,"37-890",12.224595
"1778","20030714-3-996",2003-07-14,"3-996",5.90871
"1779","20030714-8-994",2003-07-14,"8-994",2.25615
"1780","20030729-14-972",2003-07-29,"14-972",5.04363
"1781","20030729-16-970",2003-07-29,"16-970",4.57371
"1782","20030729-27-918",2003-07-29,"27-918",3.43095
"1783","20030729-29-905",2003-07-29,"29-905",6.08226
"1784","20030729-36-873",2003-07-29,"36-873",3.81543
"1785","20030729-37-890",2003-07-29,"37-890",6.44271
"1786","20030729-3-996",2003-07-29,"3-996",12.79731
"1787","20030729-8-994",2003-07-29,"8-994",3.23337
"1788","20030813-14-972",2003-08-13,"14-972",10.23144
"1789","20030815-27-918",2003-08-15,"27-918",4.1652
"1790","20030813-29-905",2003-08-13,"29-905",4.30404
"1791","20030815-36-873",2003-08-15,"36-873",21.34932
"1792","20030815-16-970",2003-08-15,"16-970",4.63512
"1793","20030815-3-996",2003-08-15,"3-996",10.65063
"1794","20030815-8-994",2003-08-15,"8-994",3.4977
"1795","20030825-14-972",2003-08-25,"14-972",10.80549
"1796","20030825-16-970",2003-08-25,"16-970",9.59331
"1797","20030825-27-918",2003-08-25,"27-918",6.76044
"1798","20030825-29-905",2003-08-25,"29-905",7.89519
"1799","20030825-36-873",2003-08-25,"36-873",6.47475
"1800","20030825-3-996",2003-08-25,"3-996",17.65137
"1801","20030825-8-994",2003-08-25,"8-994",9.74016
"1802","20030909-3-996",2003-09-09,"3-996",21.27189
"1803","20030910-14-972",2003-09-10,"14-972",5.244261429
"1804","20030910-16-970",2003-09-10,"16-970",2.95569
"1805","20030910-27-918",2003-09-10,"27-918",7.82577
"1806","20030910-29-905",2003-09-10,"29-905",24.06471
"1807","20030910-36-873",2003-09-10,"36-873",327.49953
"1808","20030910-37-890",2003-09-10,"37-890",175.88625
"1809","20030910-8-994",2003-09-10,"8-994",9.19815
"1810","20030926-3-996",2003-09-26,"3-996",8.590725
"1811","20030926-8-994",2003-09-26,"8-994",5.63904
"1812","20031003-14-972",2003-10-03,"14-972",5.81526
"1813","20031003-16-970",2003-10-03,"16-970",4.2987
"1814","20031007-27-918",2003-10-07,"27-918",2.84622
"1815","20031007-29-905",2003-10-07,"29-905",3.6846
"1816","20031007-36-873",2003-10-07,"36-873",2.9904
"1817","20031007-37-890",2003-10-07,"37-890",6.3546
"1818","20040506-14-972",2004-05-06,"14-972",0.83838
"1819","20040506-16-970",2004-05-06,"16-970",1.74084
"1820","20040506-27-918",2004-05-06,"27-918",3.40425
"1821","20040506-29-905",2004-05-06,"29-905",0.69954
"1822","20040506-36-873",2004-05-06,"36-873",1.869
"1823","20040506-37-890",2004-05-06,"37-890",4.9128
"1824","20040506-3-996",2004-05-06,"3-996",2.74476
"1825","20040506-8-994",2004-05-06,"8-994",6.81117
"1826","20040520-14-972",2004-05-20,"14-972",3.21468
"1827","20040520-16-970",2004-05-20,"16-970",4.10112
"1828","20040520-3-996",2004-05-20,"3-996",4.17054
"1829","20040520-8-994",2004-05-20,"8-994",3.19866
"1830","20040521-27-918",2004-05-21,"27-918",3.75936
"1831","20040521-29-905",2004-05-21,"29-905",5.13174
"1832","20040521-36-873",2004-05-21,"36-873",5.495488235
"1833","20040521-37-890",2004-05-21,"37-890",9.872838462
"1834","20040603-14-972",2004-06-03,"14-972",2.29086
"1835","20040603-16-970",2004-06-03,"16-970",2.83554
"1836","20040603-27-918",2004-06-03,"27-918",10.88826
"1837","20040603-29-905",2004-06-03,"29-905",13.36068
"1838","20040603-36-873",2004-06-03,"36-873",2.67534
"1839","20040603-37-890",2004-06-03,"37-890",16.75959
"1840","20040603-3-996",2004-06-03,"3-996",9.24354
"1841","20040603-8-994",2004-06-03,"8-994",3.11322
"1842","20040624-16-970",2004-06-24,"16-970",4.36812
"1843","20040624-27-918",2004-06-24,"27-918",3.89553
"1844","20040624-29-905",2004-06-24,"29-905",2.29086
"1845","20040624-36-873",2004-06-24,"36-873",8.76294
"1846","20040624-37-890",2004-06-24,"37-890",3.15594
"1847","20040624-14-972",2004-06-24,"14-972",3.80475
"1848","20040625-3-996",2004-06-25,"3-996",8.49594
"1849","20040624-8-994",2004-06-24,"8-994",6.41334
"1850","20040628-14-972",2004-06-28,"14-972",1.81026
"1851","20040628-16-970",2004-06-28,"16-970",4.58706
"1852","20040628-27-918",2004-06-28,"27-918",4.90212
"1853","20040628-29-905",2004-06-28,"29-905",4.94484
"1854","20040628-36-873",2004-06-28,"36-873",3.31614
"1855","20040628-37-890",2004-06-28,"37-890",4.03704
"1856","20040628-3-996",2004-06-28,"3-996",4.46958
"1857","20040628-8-994",2004-06-28,"8-994",4.40283
"1858","20040720-14-972",2004-07-20,"14-972",8.17821
"1859","20040720-16-970",2004-07-20,"16-970",15.41658
"1860","20040720-3-996",2004-07-20,"3-996",4.10112
"1861","20040720-8-994",2004-07-20,"8-994",4.44822
"1862","20040802-14-972",2004-08-02,"14-972",14.71793
"1863","20040802-16-970",2004-08-02,"16-970",18.22898
"1864","20040802-27-918",2004-08-02,"27-918",3.29033
"1865","20040802-29-905",2004-08-02,"29-905",2.87381
"1866","20040802-36-873",2004-08-02,"36-873",13.57517
"1867","20040802-37-890",2004-08-02,"37-890",17.9993213
"1868","20040802-3-996",2004-08-02,"3-996",21.80945
"1869","20040802-8-994",2004-08-02,"8-994",6.81473
"1870","20040811-14-972",2004-08-11,"14-972",9.562605
"1871","20040811-16-970",2004-08-11,"16-970",6.006313333
"1872","20040811-3-996",2004-08-11,"3-996",13.73448
"1873","20040811-8-994",2004-08-11,"8-994",5.225611579
"1874","20040812-27-918",2004-08-12,"27-918",2.81418
"1875","20040812-29-905",2004-08-12,"29-905",2.11998
"1876","20040812-36-873",2004-08-12,"36-873",4.12782
"1877","20040812-37-890",2004-08-12,"37-890",20.03123
"1878","20040825-14-972",2004-08-25,"14-972",9.47316
"1879","20040825-16-970",2004-08-25,"16-970",5.95944
"1880","20040825-3-996",2004-08-25,"3-996",10.29018
"1881","20040825-8-996",2004-08-25,"8-994",12.11646
"1882","20040826-27-918",2004-08-26,"27-918",3.62052
"1883","20040826-29-905",2004-08-26,"29-905",5.70846
"1884","20040826-36-873",2004-08-26,"36-873",21.70443
"1885","20040826-37-980",2004-08-26,"37-890",11.73198
"1886","20040913-27-918",2004-09-13,"27-918",2.812262113
"1887","20040913-29-905",2004-09-13,"29-905",5.395052857
"1888","20040913-36-873",2004-09-13,"36-873",5.368937027
"1889","20040913-37-890",2004-09-13,"37-890",1.62603
"1890","20040914-14-972",2004-09-14,"14-972",3.07317
"1891","20040914-16-970",2004-09-14,"16-970",3.93291
"1892","20040914-3-996",2004-09-14,"3-996",8.11947
"1893","20040914-8-994",2004-09-14,"8-994",2.97171
"1894","20050504-14-972",2005-05-04,"14-972",0.35511
"1895","20050504-16-970",2005-05-04,"16-970",1.69545
"1896","20050504-27-918",2005-05-04,"27-918",4.17855
"1897","20050504-29-905",2005-05-04,"29-905",1.65273
"1898","20050504-36-873",2005-05-04,"36-873",4.68585
"1899","20050504-37-890",2005-05-04,"37-890",4.39215
"1900","20050504-3-996",2005-05-04,"3-996",50.00109
"1901","20050504-8-994",2005-05-04,"8-994",15.06147
"1902","20050518-14-972",2005-05-18,"14-972",2.55786
"1903","20050518-16-970",2005-05-18,"16-970",9.41709
"1904","20050518-27-918",2005-05-18,"27-918",4.49628
"1905","20050518-29-905",2005-05-18,"29-905",5.3133
"1906","20050518-36-873",2005-05-18,"36-873",4.539
"1907","20050518-3-996",2005-05-18,"3-996",36.8727
"1908","20050518-8-994",2005-05-18,"8-994",6.27717
"1909","20050602-14-972",2005-06-02,"14-972",3.67659
"1910","20050602-16-970",2005-06-02,"16-970",2.29887
"1911","20050602-27-918",2005-06-02,"27-918",3.38823
"1912","20050602-29-905",2005-06-02,"29-905",3.23604
"1913","20050602-36-873",2005-06-02,"36-873",3.81543
"1914","20050602-37-890",2005-06-02,"37-890",2.52849
"1915","20050602-3-996",2005-06-02,"3-996",6.70437
"1916","20050602-8-994",2005-06-02,"8-994",2.44305
"1917","20050613-14-972",2005-06-13,"14-972",2.89695
"1918","20050613-16-970",2005-06-13,"16-970",5.874
"1919","20050613-27-918",2005-06-13,"27-918",5.92473
"1920","20050613-29-905",2005-06-13,"29-905",3.98631
"1921","20050613-36-873",2005-06-13,"36-873",2.3496
"1922","20050613-37-890",2005-06-13,"37-890",3.23337
"1923","20050613-3-996",2005-06-13,"3-996",2.60859
"1924","20050613-8-994",2005-06-13,"8-994",1.63137
"1925","20050629-14-972",2005-06-29,"14-972",6.93666
"1926","20050629-16-970",2005-06-29,"16-970",2.9103
"1927","20050629-27-918",2005-06-29,"27-918",0.42186
"1928","20050629-29-905",2005-06-29,"29-905",0.97722
"1929","20050629-36-873",2005-06-29,"36-873",1.48452
"1930","20050629-37-890",2005-06-29,"37-890",2.99574
"1931","20050629-3-996",2005-06-29,"3-996",1.71414
"1932","20050629-8-994",2005-06-29,"8-994",3.96495
"1933","20050711-14-972",2005-07-11,"14-972",2.50179
"1934","20050711-16-970",2005-07-11,"16-970",3.11589
"1935","20050711-27-918",2005-07-11,"27-918",1.78356
"1936","20050711-29-905",2005-07-11,"29-905",9.72681
"1937","20050711-36-873",2005-07-11,"36-873",3.53241
"1938","20050711-37-890",2005-07-11,"37-890",4.96887
"1939","20050711-3-996",2005-07-11,"3-996",0
"1940","20050711-8-994",2005-07-11,"8-994",3.25473
"1941","20050728-14-972",2005-07-28,"14-972",2.45106
"1942","20050728-16-970",2005-07-28,"16-970",7.209
"1943","20050728-27-918",2005-07-28,"27-918",3.8181
"1944","20050728-29-905",2005-07-28,"29-905",2.63262
"1945","20050728-36-873",2005-07-28,"36-873",12.9584
"1946","20050728-37-890",2005-07-28,"37-890",12.4956
"1947","20050728-3-996",2005-07-28,"3-996",12.43152
"1948","20050728-8-994",2005-07-28,"8-994",2.2695
"1949","20050810-14-972",2005-08-10,"14-972",16.83702
"1950","20050810-16-970",2005-08-10,"16-970",7.53474
"1951","20050810-27-918",2005-08-10,"27-918",11.03778
"1952","20050810-29-905",2005-08-10,"29-905",7.19298
"1953","20050810-36-873",2005-08-10,"36-873",7.949375294
"1954","20050810-37-890",2005-08-10,"37-890",12.12332571
"1955","20050810-3-996",2005-08-10,"3-996",4.1385
"1956","20050810-8-994",2005-08-10,"8-994",1.69545
"1957","20050823-14-972",2005-08-23,"14-972",6.87258
"1958","20050823-16-970",2005-08-23,"16-970",9.83094
"1959","20050823-27-918",2005-08-23,"27-918",3.91956
"1960","20050823-29-905",2005-08-23,"29-905",2.33358
"1961","20050823-36-873",2005-08-23,"36-873",4.56036
"1962","20050823-37-890",2005-08-23,"37-890",5.57496
"1963","20050823-3-996",2005-08-23,"3-996",16.78629
"1964","20050823-8-994",2005-08-23,"8-994",4.07976
"1965","20050907-14-972",2005-09-07,"14-972",6.318555
"1966","20050907-16-970",2005-09-07,"16-970",6.006165
"1967","20050907-27-918",2005-09-07,"27-918",3.509715
"1968","20050907-29-905",2005-09-07,"29-905",5.896695
"1969","20050907-36-873",2005-09-07,"36-873",3.605835
"1970","20050907-37-890",2005-09-07,"37-890",4.657815
"1971","20050907-3-996",2005-09-07,"3-996",9.108705
"1972","20050907-8-994",2005-09-07,"8-994",9.314295
"1973","20050919-3-996",2005-09-19,"3-996",6.056895
"1974","20050919-8-994",2005-09-19,"8-994",0.967875
"1975","20050921-14-972",2005-09-21,"14-972",3.595155
"1976","20050921-16-970",2005-09-21,"16-970",2.500455
"1977","20050921-27-918",2005-09-21,"27-918",1.662075
"1978","20051003-14-972",2005-10-03,"14-972",5.29728
"1979","20051003-16-970",2005-10-03,"16-970",2.69403
"1980","20051003-27-918",2005-10-03,"27-918",6.84588
"1981","20051003-29-905",2005-10-03,"29-905",8.21292
"1982","20051003-36-873",2005-10-03,"36-873",3.26007
"1983","20051003-37-890",2005-10-03,"37-890",3.64277
"1984","20051003-3-996",2005-10-03,"3-996",4.592103333
"1985","20051003-8-994",2005-10-03,"8-994",10.61058
"1986","20060501-14-972",2006-05-01,"14-972",3.51016
"1987","20060501-16-970",2006-05-01,"16-970",2.101586667
"1988","20060501-27-918",2006-05-01,"27-918",7.58992
"1989","20060501-29-905A",2006-05-01,"29-905",1.844708235
"1990","20060501-29-905B",2006-05-01,"29-905",1.71592
"1991","20060501-36-873",2006-05-01,"36-873",3.53152
"1992","20060501-37-890",2006-05-01,"37-890",2.35672
"1993","20060501-3-996",2006-05-01,"3-996",3.43807
"1994","20060501-8-994",2006-05-01,"8-994",2.11642
"1995","20060515-14-972",2006-05-15,"14-972",5.772821053
"1996","20060515-16-970",2006-05-15,"16-970",5.6782
"1997","20060515-3-996",2006-05-15,"3-996",6.29052
"1998","20060515-8-994",2006-05-15,"8-994",8.327589474
"1999","20060516-27-918",2006-05-16,"27-918",5.32932
"2000","20060516-36-873",2006-05-16,"36-873",12.08175
"2001","20060516-37-890",2006-05-16,"37-890",7.49736
"2002","20060531-14-972",2006-05-31,"14-972",10.1727
"2003","20060531-16-970",2006-05-31,"16-970",7.14492
"2004","20060531-27-918",2006-05-31,"27-918",0.7476
"2005","20060531-29-905",2006-05-31,"29-905",1.7088
"2006","20060531-36-873",2006-05-31,"36-873",11.1606
"2007","20060531-37-890",2006-05-31,"37-890",20.32404
"2008","20060531-3-996",2006-05-31,"3-996",9.1047
"2009","20060531-8-994",2006-05-31,"8-994",1.56996
"2010","20060616-14-972",2006-06-16,"14-972",4.54968
"2011","20060616-16-970",2006-06-16,"16-970",2.21076
"2012","20060616-3-996",2006-06-16,"3-996",14.418
"2013","20060616-8-994",2006-06-16,"8-994",4.41618
"2014","20060628-14-972",2006-06-28,"14-972",1.54326
"2015","20060628-27-918",2006-06-28,"27-918",1.50588
"2016","20060628-29-905",2006-06-28,"29-905",0.37914
"2017","20060628-36-873",2006-06-28,"36-873",13.31796
"2018","20060628-37-890",2006-06-28,"37-890",8.20224
"2019","20060628-3-996",2006-06-28,"3-996",32.72352
"2020","20060628-8-994",2006-06-28,"8-994",3.31614
"2021","20060710-14-972",2006-07-10,"14-972",11.78538
"2022","20060710-16-970",2006-07-10,"16-970",3.11322
"2023","20060710-27-918",2006-07-10,"27-918",4.42152
"2024","20060710-29-905",2006-07-10,"29-905",8.25564
"2025","20060710-37-890",2006-07-10,"37-890",5.35602
"2026","20060710-3-996",2006-07-10,"3-996",5.99682
"2027","20060810-8-994",2006-08-10,"8-994",2.84622
"2028","20060713-14-972",2006-07-13,"14-972",10.60257
"2029","20060713-16-970",2006-07-13,"16-970",5.43345
"2030","20060713-27-918",2006-07-13,"27-918",0.80901
"2031","20060713-29-905",2006-07-13,"29-905",2.65932
"2032","20060713-36-873",2006-07-13,"36-873",6.07425
"2033","20060713-37-890",2006-07-13,"37-890",16.37511
"2034","20060713-3-996",2006-07-13,"3-996",14.59155
"2035","20060713-8-994",2006-07-13,"8-994",0.88377
"2036","20060726-14-972",2006-07-26,"14-972",15.57144
"2037","20060726-16-970",2006-07-26,"16-970",2.0292
"2038","20060726-27-918",2006-07-26,"27-918",1.4151
"2039","20060726-29-905",2006-07-26,"29-905",1.2816
"2040","20060726-36-873",2006-07-26,"36-873",0.9111375
"2041","20060726-37-890",2006-07-26,"37-890",4.005
"2042","20060726-3-996",2006-07-26,"3-996",11.5344
"2043","20060726-8-994",2006-07-26,"8-994",2.5365
"2044","20060821-14-972",2006-08-21,"14-972",9.44646
"2045","20060821-3-996",2006-08-21,"3-996",19.0638
"2046","20060821-8-994",2006-08-21,"8-994",14.09226
"2047","20060822-27-918",2006-08-22,"27-918",6.90195
"2048","20060822-29-905",2006-08-22,"29-905",5.0463
"2049","20060822-36-873",2006-08-22,"36-873",23.58144
"2050","20060822-37-890",2006-08-22,"37-890",6.925136842
"2051","20060823-16-970",2006-08-23,"16-970",8.47458
"2052","20060907-14-972",2006-09-07,"14-972",19.02375
"2053","20060907-16-970",2006-09-07,"16-970",13.76385
"2054","20060907-27-918",2006-09-07,"27-918",12.33807
"2055","20060907-29-905",2006-09-07,"29-905",4.71789
"2056","20060907-36-873",2006-09-07,"36-873",3.96495
"2057","20060907-37-890",2006-09-07,"37-890",6.2364525
"2058","20060907-3-996",2006-09-07,"3-996",10.58655
"2059","20060907-8-994",2006-09-07,"8-994",3.91689
"2060","20070510-14-972",2007-05-10,"14-972",3.32415
"2061","20070510-16-970",2007-05-10,"16-970",1.4418
"2062","20070510-3-996",2007-05-10,"3-996",3.41048
"2063","20070510-8-994",2007-05-10,"8-994",4.0851
"2064","20070511-27-918",2007-05-11,"27-918",1.36704
"2065","20070511-29-905",2007-05-11,"29-905",0.25632
"2066","20070511-36-873",2007-05-11,"36-873",3.80742
"2067","20070511-37-890A",2007-05-11,"37-890",5.263714286
"2068","20070511-37-890B",2007-05-11,"37-890",0.4539
"2069","20070523-27-918",2007-05-23,"27-918",1.19883
"2070","20070523-29-905",2007-05-23,"29-905",2.96103
"2071","20070523-36-873",2007-05-23,"36-873",11.78271
"2072","20070523-37-890",2007-05-23,"37-890",11.49168
"2073","20070523-3-996",2007-05-23,"3-996",0.30438
"2074","20070524-14-972",2007-05-24,"14-972",2.23479
"2075","20070524-16-970",2007-05-24,"16-970",4.92615
"2076","20070524-8-994",2007-05-24,"8-994",13.1364
"2077","20070604-14-972",2007-06-04,"14-972",4.09044
"2078","20070604-16-970",2007-06-04,"16-970",3.52974
"2079","20070604-27-918",2007-06-04,"27-918",2.15469
"2080","20070604-29-905",2007-06-04,"29-905",2.2962
"2081","20070604-36-873",2007-06-04,"36-873",1.28694
"2082","20070604-37-890A",2007-06-04,"37-890",2.158181538
"2083","20070604-37-890B",2007-06-04,"37-890",2.422834286
"2084","20070604-3-996",2007-06-04,"3-996",6.18372
"2085","20070604-8-994",2007-06-04,"8-994",1.99716
"2086","20070622-14-972",2007-06-22,"14-972",4.19457
"2087","20070622-16-970",2007-06-22,"16-970",5.607
"2088","20070622-3-996",2007-06-22,"3-996",5.69778
"2089","20070622-8-994",2007-06-22,"8-994",3.90621
"2090","20070625-27-918",2007-06-25,"27-918",3.595155
"2091","20070625-29-905",2007-06-25,"29-905",1.806255
"2092","20070625-36-873",2007-06-25,"36-873",6.692355
"2093","20070625-37-890",2007-06-25,"37-890",62.431275
"2094","20070702-14-972",2007-07-02,"14-972",1.112055
"2095","20070702-16-970A",2007-07-02,"16-970",4.393485
"2096","20070702-16-970B",2007-07-02,"16-970",34.110585
"2097","20070702-27-918A",2007-07-02,"27-918",4.633785
"2098","20070702-27-918B",2007-07-02,"27-918",3.138585
"2099","20070702-36-873A",2007-07-02,"36-873",12.323385
"2100","20070702-36-873B",2007-07-02,"36-873",3.619185
"2101","20070702-37-890A",2007-07-02,"37-890",6.022185
"2102","20070702-37-890B",2007-07-02,"37-890",0.93539
"2103","20070702-3-996",2007-07-02,"3-996",12.750585
"2104","20070702-8-994",2007-07-02,"8-994",3.971625
"2105","20070723-14-972",2007-07-23,"14-972",1.1214
"2106","20070723-16-970",2007-07-23,"16-970",4.40283
"2107","20070723-27-918",2007-07-23,"27-918",34.11993
"2108","20070723-29-905",2007-07-23,"29-905",4.64313
"2109","20070723-36-873",2007-07-23,"36-873",3.14793
"2110","20070723-37-890A",2007-07-23,"37-890",12.33273
"2111","20070723-37-890B",2007-07-23,"37-890",3.62853
"2112","20070723-3-996A",2007-07-23,"3-996",6.03153
"2113","20070723-3-996B",2007-07-23,"3-996",12.75993
"2114","20070723-8-994",2007-07-23,"8-994",3.98097
"2115","20070731-14-972",2007-07-31,"14-972",3.491025
"2116","20070731-16-970",2007-07-31,"16-970",5.640375
"2117","20070731-27-918",2007-07-31,"27-918",3.715305
"2118","20070731-29-905",2007-07-31,"29-905",3.576465
"2119","20070731-36-873A",2007-07-31,"36-873",7.976625
"2120","20070731-36-873B",2007-07-31,"36-873",6.417345
"2121","20070731-37-890A",2007-07-31,"37-890",3.6312
"2122","20070731-37-890B",2007-07-31,"37-890",6.267825
"2123","20070731-3-996",2007-07-31,"3-996",12.048375
"2124","20070731-8-994",2007-07-31,"8-994",3.651225
"2125","20070815-27-918",2007-08-15,"27-918",4.25598
"2126","20070815-29-905",2007-08-15,"29-905",7.54542
"2127","20070815-36-873",2007-08-15,"36-873",5.6871
"2128","20070815-37-890",2007-08-15,"37-890",3.98898
"2129","20070816-14-972",2007-08-16,"14-972",10.29552
"2130","20070816-16-970",2007-08-16,"16-970",9.43044
"2131","20070816-3-996",2007-08-16,"3-996",18.38562
"2132","20070816-8-994",2007-08-16,"8-994",7.52406
"2133","20070828-27-918",2007-08-28,"27-918",3.96495
"2134","20070828-14-972",2007-08-28,"14-972",3.421605
"2135","20070828-16-970",2007-08-28,"16-970",8.443875
"2136","20070828-29-905",2007-08-28,"29-905",11.687925
"2137","20070828-36-873",2007-08-28,"36-873",6.881925
"2138","20070828-37-890A",2007-08-28,"37-890",28.263285
"2139","20070828-37-890B",2007-08-28,"37-890",52.719417
"2140","20070828-3-996",2007-08-28,"3-996",59.884095
"2141","20070828-8-994",2007-08-28,"8-994",52.090365
"2142","20070913-14-972",2007-09-13,"14-972",1.04397
"2143","20070913-16-970",2007-09-13,"16-970",4.20525
"2144","20070913-27-918",2007-09-13,"27-918",7.0221
"2145","20070913-29-905",2007-09-13,"29-905",6.54417
"2146","20070913-36-873",2007-09-13,"36-873",19.99029
"2147","20070913-37-890A",2007-09-13,"37-890",4.82469
"2148","20070913-37-890B",2007-09-13,"37-890",15.98529
"2149","20070913-3-996",2007-09-13,"3-996",74.96559
"2150","20070913-8-994",2007-09-13,"8-994",45.3099
"2151","20070927-14-972",2007-09-27,"14-972",0.93183
"2152","20070927-16-970",2007-09-27,"16-970",3.31881
"2153","20070925-27-918",2007-09-25,"27-918",0.78231
"2154","20070925-29-905",2007-09-25,"29-905",5.34534
"2155","20070925-36-873",2007-09-25,"36-873",9.95109
"2156","20070925-37-890",2007-09-25,"37-890",7.36653
