"","Sample_ID","biop_152_names","Sample_date","Sample_site","biop_152_codes","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg"
"15312","20100714-1279_20m","Cop eggs",2010-07-14,"1279_20m","994",122,6.35668638652043,0.730383265811198,NA
"15313","20100714-1279_20m","Cy.Scut",2010-07-14,"1279_20m","154",0,0,0,NA
"15314","20100714-1279_20m","Cycl.Naup",2010-07-14,"1279_20m","82",19,0.989975748720396,0.0789232831857432,0.11765
"15315","20100714-1279_20m","Da.G.Men",2010-07-14,"1279_20m","9",33,1.719431563567,14.1630874569765,1.184645
"15316","20100714-1279_20m","Da.Long",2010-07-14,"1279_20m","7",0,0,0,NA
"15317","20100714-1279_20m","Da.Parv",2010-07-14,"1279_20m","125",0,0,0,NA
"15318","20100714-1279_20m","Da.Pulex",2010-07-14,"1279_20m","151",0,0,0,NA
"15319","20100714-1279_20m","Da.Retro",2010-07-14,"1279_20m","5",0,0,0,NA
"15320","20100714-1279_20m","Daph.sp",2010-07-14,"1279_20m","113",0,0,0,NA
"15321","20100714-1279_20m","Di.Ashlan",2010-07-14,"1279_20m","67",0,0,0,NA
"15322","20100714-1279_20m","Di.Minut",2010-07-14,"1279_20m","64",10,0.521039867747577,1.23408276320009,0.7421
"15323","20100714-1279_20m","Di.Oregon",2010-07-14,"1279_20m","58",72,3.75148704778255,22.5566052669698,0.983433333333333
"15324","20100714-1279_20m","Di.Reigh",2010-07-14,"1279_20m","79",0,0,0,NA
"15325","20100714-1279_20m","Di.Sicil",2010-07-14,"1279_20m","55",0,0,0,NA
"15326","20100714-1279_20m","Di.Sicilo",2010-07-14,"1279_20m","61",0,0,0,NA
"15327","20100714-1279_20m","Dia.Birg",2010-07-14,"1279_20m","15",0,0,0,NA
"15328","20100714-1279_20m","Dia.Brach",2010-07-14,"1279_20m","187",0,0,0,NA
"15329","20100714-1279_20m","Dia.Thoma",2010-07-14,"1279_20m","31",0,0,0,NA
"15330","20100714-1279_20m","Ep.Lacus",2010-07-14,"1279_20m","73",20,1.04207973549515,8.43309576056177,1.0927875
"15331","20100714-1279_20m","Eub.Coreg",2010-07-14,"1279_20m","3",0,0,0,NA
"15332","20100714-1279_20m","Eucyclops",2010-07-14,"1279_20m","43",0,0,0,NA
"15333","20100714-1279_20m","Eury.Affi",2010-07-14,"1279_20m","70",0,0,0,NA
"15334","20100714-1279_20m","Harp.Naup",2010-07-14,"1279_20m","85",1,0.0521039867747577,0.00358911718831334,0.1086
"15335","20100714-1279_20m","Harpact",2010-07-14,"1279_20m","135",0,0,0,NA
"15336","20100714-1279_20m","Ho.Gibber",2010-07-14,"1279_20m","17",0,0,0,NA
"15337","20100714-1279_20m","Le.Kindti",2010-07-14,"1279_20m","19",0,0,0,NA
"15338","20100714-1279_20m","Li.Macrur",2010-07-14,"1279_20m","52",0,0,0,NA
"15339","20100714-1279_20m","Meso.edax",2010-07-14,"1279_20m","40",2,0.104207973549515,0.234864908139092,0.6878
"15340","20100714-1279_20m","othercala",2010-07-14,"1279_20m","9993",120,6.25247841297092,13.0120759855741,0.62060375
"15341","20100714-1279_20m","othercyclo",2010-07-14,"1279_20m","9992",23,1.19839169581943,0.763589607255178,0.370547222222222
"15342","20100714-1279_20m","Pa.F.Pop",2010-07-14,"1279_20m","186",0,0,0,NA
"15343","20100714-1279_20m","rotifer",2010-07-14,"1279_20m","9995",10418,542.819334219425,246.220724159271,NA
"15344","20100714-1279_20m","Sc.Kingi",2010-07-14,"1279_20m","191",0,0,0,NA
"15345","20100714-1279_20m","Simo.Ser",2010-07-14,"1279_20m","168",0,0,0,NA
"15346","20100714-1279_20m","unkclad.d",2010-07-14,"1279_20m","990",0,0,0,NA
"15347","20100714-1279_20m","Veligers",2010-07-14,"1279_20m","234",99,5.15829469070101,2.39860703117597,NA
"15348","20100714-1281_10m","Acan.vern",2010-07-14,"1281_10m","34",0,0,0,NA
"15349","20100714-1281_10m","Alona.sp",2010-07-14,"1281_10m","181",0,0,0,NA
"15350","20100714-1281_10m","Bo.Longer",2010-07-14,"1281_10m","1",47,1.56380261430532,2.29215031122198,0.332436666666667
"15351","20100714-1281_10m","Cal. Naup",2010-07-14,"1281_10m","83",876,29.1466189389672,5.30683468391218,0.19005
"15352","20100714-1281_10m","Cerio.sp",2010-07-14,"1281_10m","189",0,0,0,NA
"15353","20100714-1281_10m","Ch.Sphae",2010-07-14,"1281_10m","13",0,0,0,NA
"15354","20100714-1281_10m","Clad eggs",2010-07-14,"1281_10m","993",96,3.19415002070874,2.30873828944749,NA
"15355","20100714-1281_10m","Cop eggs",2010-07-14,"1281_10m","994",221,7.35319952683991,0.845601309388565,NA
"15356","20100714-1281_10m","Cy.Scut",2010-07-14,"1281_10m","154",0,0,0,NA
"15357","20100714-1281_10m","Cycl.Naup",2010-07-14,"1281_10m","82",46,1.53053021825627,0.155945645235799,0.13575
"15358","20100714-1281_10m","Da.G.Men",2010-07-14,"1281_10m","9",88,2.92797085231634,23.5811075754723,1.38867222222222
"15359","20100714-1281_10m","Da.Long",2010-07-14,"1281_10m","7",0,0,0,NA
"15360","20100714-1281_10m","Da.Parv",2010-07-14,"1281_10m","125",0,0,0,NA
"15361","20100714-1281_10m","Da.Pulex",2010-07-14,"1281_10m","151",0,0,0,NA
"15362","20100714-1281_10m","Da.Retro",2010-07-14,"1281_10m","5",42,1.39744063406007,5.16356470473035,1.099575
"15363","20100714-1281_10m","Daph.sp",2010-07-14,"1281_10m","113",0,0,0,NA
"15364","20100714-1281_10m","Di.Ashlan",2010-07-14,"1281_10m","67",0,0,0,NA
"15365","20100714-1281_10m","Di.Minut",2010-07-14,"1281_10m","64",6,0.199634376294296,0.512752311571723,0.754166666666667
"15366","20100714-1281_10m","Di.Oregon",2010-07-14,"1281_10m","58",64,2.12943334713916,12.852593660763,1.0068125
"15367","20100714-1281_10m","Di.Reigh",2010-07-14,"1281_10m","79",0,0,0,NA
"15368","20100714-1281_10m","Di.Sicil",2010-07-14,"1281_10m","55",0,0,0,NA
"15369","20100714-1281_10m","Di.Sicilo",2010-07-14,"1281_10m","61",0,0,0,NA
"15370","20100714-1281_10m","Dia.Birg",2010-07-14,"1281_10m","15",0,0,0,NA
"15371","20100714-1281_10m","Dia.Brach",2010-07-14,"1281_10m","187",92,3.06106043651254,12.9436017422936,0.89957
"15372","20100714-1281_10m","Dia.Thoma",2010-07-14,"1281_10m","31",2,0.0665447920980987,0.222038269883854,0.7602
"15373","20100714-1281_10m","Ep.Lacus",2010-07-14,"1281_10m","73",38,1.26435104986388,11.6121514877963,1.20264444444444
"15374","20100714-1281_10m","Eub.Coreg",2010-07-14,"1281_10m","3",6,0.199634376294296,0.825603591211202,0.438925
"15375","20100714-1281_10m","Eucyclops",2010-07-14,"1281_10m","43",0,0,0,NA
"15376","20100714-1281_10m","Eury.Affi",2010-07-14,"1281_10m","70",0,0,0,NA
"15377","20100714-1281_10m","Harp.Naup",2010-07-14,"1281_10m","85",0,0,0,NA
"15378","20100714-1281_10m","Harpact",2010-07-14,"1281_10m","135",0,0,0,NA
"15379","20100714-1281_10m","Ho.Gibber",2010-07-14,"1281_10m","17",0,0,0,NA
"15380","20100714-1281_10m","Le.Kindti",2010-07-14,"1281_10m","19",1,0.0332723960490494,0.416854126788463,3.0408
"15381","20100714-1281_10m","Li.Macrur",2010-07-14,"1281_10m","52",0,0,0,NA
"15382","20100714-1281_10m","Meso.edax",2010-07-14,"1281_10m","40",58,1.92979897084486,5.93153493508183,0.734055555555556
"15383","20100714-1281_10m","othercala",2010-07-14,"1281_10m","9993",137,4.55831825871976,8.61572689030324,0.609664415584416
"15384","20100714-1281_10m","othercyclo",2010-07-14,"1281_10m","9992",73,2.4288849115806,1.9428249259956,0.417808333333333
"15385","20100714-1281_10m","Pa.F.Pop",2010-07-14,"1281_10m","186",0,0,0,NA
"15386","20100714-1281_10m","rotifer",2010-07-14,"1281_10m","9995",3743,124.538578411592,59.6771699191986,NA
"15387","20100714-1281_10m","Sc.Kingi",2010-07-14,"1281_10m","191",0,0,0,NA
"15388","20100714-1281_10m","Simo.Ser",2010-07-14,"1281_10m","168",0,0,0,NA
"15389","20100714-1281_10m","unkclad.d",2010-07-14,"1281_10m","990",0,0,0,NA
"15390","20100714-1281_10m","Veligers",2010-07-14,"1281_10m","234",94,3.12760522861064,1.45433643130395,NA
"15391","20100714-27-918","Acan.vern",2010-07-14,"27-918","34",2,0.283924446285221,0.580528575422756,0.6154
"15392","20100714-27-918","Alona.sp",2010-07-14,"27-918","181",0,0,0,NA
"15393","20100714-27-918","Bo.Longer",2010-07-14,"27-918","1",24,3.40709335542266,3.97498760977814,0.294771428571429
"15394","20100714-27-918","Cal. Naup",2010-07-14,"27-918","83",36,5.11064003313398,1.42879329515415,0.245642857142857
"15395","20100714-27-918","Cerio.sp",2010-07-14,"27-918","189",0,0,0,NA
"15396","20100714-27-918","Ch.Sphae",2010-07-14,"27-918","13",0,0,0,NA
"15397","20100714-27-918","Clad eggs",2010-07-14,"27-918","993",53,7.52399782655836,4.31809333377342,NA
"15398","20100714-27-918","Cop eggs",2010-07-14,"27-918","994",1,0.141962223142611,0.016311459439086,NA
"15399","20100714-27-918","Cy.Scut",2010-07-14,"27-918","154",0,0,0,NA
"15400","20100714-27-918","Cycl.Naup",2010-07-14,"27-918","82",2,0.283924446285221,0.0526857167873701,0.1991
"15401","20100714-27-918","Da.G.Men",2010-07-14,"27-918","9",0,0,0,NA
"15402","20100714-27-918","Da.Long",2010-07-14,"27-918","7",0,0,0,NA
"15403","20100714-27-918","Da.Parv",2010-07-14,"27-918","125",0,0,0,NA
"15404","20100714-27-918","Da.Pulex",2010-07-14,"27-918","151",0,0,0,NA
"15405","20100714-27-918","Da.Retro",2010-07-14,"27-918","5",133,18.8809756779672,34.2811482777936,0.885894444444444
"15406","20100714-27-918","Daph.sp",2010-07-14,"27-918","113",0,0,0,NA
"15407","20100714-27-918","Di.Ashlan",2010-07-14,"27-918","67",0,0,0,NA
"15408","20100714-27-918","Di.Minut",2010-07-14,"27-918","64",4,0.567848892570442,1.3232579783599,0.7421
"15409","20100714-27-918","Di.Oregon",2010-07-14,"27-918","58",0,0,0,NA
"15410","20100714-27-918","Di.Reigh",2010-07-14,"27-918","79",0,0,0,NA
"15411","20100714-27-918","Di.Sicil",2010-07-14,"27-918","55",0,0,0,NA
"15412","20100714-27-918","Di.Sicilo",2010-07-14,"27-918","61",6,0.851773338855664,4.62958721797112,0.9593
"15413","20100714-27-918","Dia.Birg",2010-07-14,"27-918","15",0,0,0,NA
"15414","20100714-27-918","Dia.Brach",2010-07-14,"27-918","187",67,9.51146895055491,22.3578999271133,0.63712
"15415","20100714-27-918","Dia.Thoma",2010-07-14,"27-918","31",0,0,0,NA
"15416","20100714-27-918","Ep.Lacus",2010-07-14,"27-918","73",4,0.567848892570442,1.62190800159874,0.6335
"15417","20100714-27-918","Eub.Coreg",2010-07-14,"27-918","3",3,0.425886669427832,0.784863205961773,0.340883333333333
"15418","20100714-27-918","Eucyclops",2010-07-14,"27-918","43",0,0,0,NA
"15419","20100714-27-918","Eury.Affi",2010-07-14,"27-918","70",0,0,0,NA
"15420","20100714-27-918","Harp.Naup",2010-07-14,"27-918","85",0,0,0,NA
"15421","20100714-27-918","Harpact",2010-07-14,"27-918","135",0,0,0,NA
"15422","20100714-27-918","Ho.Gibber",2010-07-14,"27-918","17",0,0,0,NA
"15423","20100714-27-918","Le.Kindti",2010-07-14,"27-918","19",5,0.709811115713053,8.46316271928376,2.84532
"15424","20100714-27-918","Li.Macrur",2010-07-14,"27-918","52",0,0,0,NA
"15425","20100714-27-918","Meso.edax",2010-07-14,"27-918","40",52,7.38203560341575,22.6550190067334,0.729171428571429
"15426","20100714-27-918","othercala",2010-07-14,"27-918","9993",40,5.67848892570442,8.28111962574934,0.573597619047619
"15427","20100714-27-918","othercyclo",2010-07-14,"27-918","9992",119,16.8935045539707,12.8905837924429,0.425965646258503
"15428","20100714-27-918","Pa.F.Pop",2010-07-14,"27-918","186",0,0,0,NA
"15429","20100714-27-918","rotifer",2010-07-14,"27-918","9995",35,4.96867780999137,2.31284853943941,NA
"15430","20100714-27-918","Sc.Kingi",2010-07-14,"27-918","191",0,0,0,NA
"15431","20100714-27-918","Simo.Ser",2010-07-14,"27-918","168",0,0,0,NA
"15432","20100714-27-918","unkclad.d",2010-07-14,"27-918","990",0,0,0,NA
"15433","20100714-27-918","Veligers",2010-07-14,"27-918","234",111,15.7578067688298,7.32738014750585,NA
"15434","20100714-37-890","Acan.vern",2010-07-14,"37-890","34",8,0.518344117320712,1.57590036770023,0.7059
"15435","20100714-37-890","Alona.sp",2010-07-14,"37-890","181",0,0,0,NA
"15436","20100714-37-890","Bo.Longer",2010-07-14,"37-890","1",82,5.31302720253729,6.6607062559538,0.308202777777778
"15437","20100714-37-890","Cal. Naup",2010-07-14,"37-890","83",326,21.122522780819,5.1734418959514,0.225244444444444
"15438","20100714-37-890","Cerio.sp",2010-07-14,"37-890","189",1,0.064793014665089,0.0316066136952157,0.3439
"15439","20100714-37-890","Ch.Sphae",2010-07-14,"37-890","13",0,0,0,NA
"15440","20100714-37-890","Clad eggs",2010-07-14,"37-890","993",146,9.45978014110299,5.3030814747862,NA
"15441","20100714-37-890","Cop eggs",2010-07-14,"37-890","994",17,1.10148124930651,0.127221084294902,NA
"15442","20100714-37-890","Cy.Scut",2010-07-14,"37-890","154",0,0,0,NA
"15443","20100714-37-890","Cycl.Naup",2010-07-14,"37-890","82",19,1.23106727863669,0.125433381716827,0.13575
"15444","20100714-37-890","Da.G.Men",2010-07-14,"37-890","9",0,0,0,NA
"15445","20100714-37-890","Da.Long",2010-07-14,"37-890","7",0,0,0,NA
"15446","20100714-37-890","Da.Parv",2010-07-14,"37-890","125",0,0,0,NA
"15447","20100714-37-890","Da.Pulex",2010-07-14,"37-890","151",0,0,0,NA
"15448","20100714-37-890","Da.Retro",2010-07-14,"37-890","5",105,6.80326653983434,14.2002418125333,0.8665375
"15449","20100714-37-890","Daph.sp",2010-07-14,"37-890","113",0,0,0,NA
"15450","20100714-37-890","Di.Ashlan",2010-07-14,"37-890","67",0,0,0,NA
"15451","20100714-37-890","Di.Minut",2010-07-14,"37-890","64",0,0,0,NA
"15452","20100714-37-890","Di.Oregon",2010-07-14,"37-890","58",6,0.388758087990534,2.35086322872874,1.0136
"15453","20100714-37-890","Di.Reigh",2010-07-14,"37-890","79",0,0,0,NA
"15454","20100714-37-890","Di.Sicil",2010-07-14,"37-890","55",0,0,0,NA
"15455","20100714-37-890","Di.Sicilo",2010-07-14,"37-890","61",6,0.388758087990534,2.13728770944115,0.9774
"15456","20100714-37-890","Dia.Birg",2010-07-14,"37-890","15",0,0,0,NA
"15457","20100714-37-890","Dia.Brach",2010-07-14,"37-890","187",44,2.85089264526391,8.76464917274698,0.705334375
"15458","20100714-37-890","Dia.Thoma",2010-07-14,"37-890","31",0,0,0,NA
"15459","20100714-37-890","Ep.Lacus",2010-07-14,"37-890","73",2,0.129586029330178,0.370127723441763,0.6335
"15460","20100714-37-890","Eub.Coreg",2010-07-14,"37-890","3",2,0.129586029330178,0.268315559862324,0.362
"15461","20100714-37-890","Eucyclops",2010-07-14,"37-890","43",0,0,0,NA
"15462","20100714-37-890","Eury.Affi",2010-07-14,"37-890","70",2,0.129586029330178,0.543837055177386,0.8326
"15463","20100714-37-890","Harp.Naup",2010-07-14,"37-890","85",0,0,0,NA
"15464","20100714-37-890","Harpact",2010-07-14,"37-890","135",1,0.064793014665089,0.0514569783083215,0.362
"15465","20100714-37-890","Ho.Gibber",2010-07-14,"37-890","17",0,0,0,NA
"15466","20100714-37-890","Le.Kindti",2010-07-14,"37-890","19",2,0.129586029330178,0.767556658152117,2.03625
"15467","20100714-37-890","Li.Macrur",2010-07-14,"37-890","52",0,0,0,NA
"15468","20100714-37-890","Meso.edax",2010-07-14,"37-890","40",18,1.1662742639716,2.34453886923995,0.65522
"15469","20100714-37-890","othercala",2010-07-14,"37-890","9993",38,2.46213455727338,3.8610495599025,0.455798222222222
"15470","20100714-37-890","othercyclo",2010-07-14,"37-890","9992",112,7.25681764248996,5.75506867469605,0.435434285714286
"15471","20100714-37-890","Pa.F.Pop",2010-07-14,"37-890","186",0,0,0,NA
"15472","20100714-37-890","rotifer",2010-07-14,"37-890","9995",1700,110.148124930651,69.9690694346242,NA
"15473","20100714-37-890","Sc.Kingi",2010-07-14,"37-890","191",0,0,0,NA
"15474","20100714-37-890","Simo.Ser",2010-07-14,"37-890","168",0,0,0,NA
"15475","20100714-37-890","unkclad.d",2010-07-14,"37-890","990",0,0,0,NA
"15476","20100714-37-890","Veligers",2010-07-14,"37-890","234",21,1.36065330796687,0.632703788204594,NA
"15477","20100727-1279_20m","Acan.vern",2010-07-27,"1279_20m","34",0,0,0,NA
"15478","20100727-1279_20m","Alona.sp",2010-07-27,"1279_20m","181",0,0,0,NA
"15479","20100727-1279_20m","Bo.Longer",2010-07-27,"1279_20m","1",19,1.85105055872119,2.57292633932196,0.326805555555556
"15480","20100727-1279_20m","Cal. Naup",2010-07-27,"1279_20m","83",690,67.2223623956643,3.25135547947594,0.085975
"15481","20100727-1279_20m","Cerio.sp",2010-07-27,"1279_20m","189",0,0,0,NA
"15482","20100727-1279_20m","Ch.Sphae",2010-07-27,"1279_20m","13",0,0,0,NA
"15483","20100727-1279_20m","Clad eggs",2010-07-27,"1279_20m","993",8,0.779389708935239,0.405155997818622,NA
"15484","20100727-1279_20m","Cop eggs",2010-07-27,"1279_20m","994",379,36.9235874608069,4.69633934201698,NA
"15485","20100727-1279_20m","Cy.Scut",2010-07-27,"1279_20m","154",0,0,0,NA
"15486","20100727-1279_20m","Cycl.Naup",2010-07-27,"1279_20m","82",119,11.5934219204117,0.267075535024045,0.0543
"15487","20100727-1279_20m","Da.G.Men",2010-07-27,"1279_20m","9",18,1.75362684510429,9.03541817094309,0.961388461538462
"15488","20100727-1279_20m","Da.Long",2010-07-27,"1279_20m","7",0,0,0,NA
"15489","20100727-1279_20m","Da.Parv",2010-07-27,"1279_20m","125",0,0,0,NA
"15490","20100727-1279_20m","Da.Pulex",2010-07-27,"1279_20m","151",0,0,0,NA
"15491","20100727-1279_20m","Da.Retro",2010-07-27,"1279_20m","5",0,0,0,NA
"15492","20100727-1279_20m","Daph.sp",2010-07-27,"1279_20m","113",0,0,0,NA
"15493","20100727-1279_20m","Di.Ashlan",2010-07-27,"1279_20m","67",0,0,0,NA
"15494","20100727-1279_20m","Di.Minut",2010-07-27,"1279_20m","64",0,0,0,NA
"15495","20100727-1279_20m","Di.Oregon",2010-07-27,"1279_20m","58",234,22.7971489863557,132.954742554865,0.981513636363636
"15496","20100727-1279_20m","Di.Reigh",2010-07-27,"1279_20m","79",0,0,0,NA
"15497","20100727-1279_20m","Di.Sicil",2010-07-27,"1279_20m","55",0,0,0,NA
"15498","20100727-1279_20m","Di.Sicilo",2010-07-27,"1279_20m","61",0,0,0,NA
"15499","20100727-1279_20m","Dia.Birg",2010-07-27,"1279_20m","15",0,0,0,NA
"15500","20100727-1279_20m","Dia.Brach",2010-07-27,"1279_20m","187",1,0.0974237136169048,0.398668300690934,0.8145
"15501","20100727-1279_20m","Dia.Thoma",2010-07-27,"1279_20m","31",2,0.19484742723381,0.742981989298109,0.8145
"15502","20100727-1279_20m","Ep.Lacus",2010-07-27,"1279_20m","73",4,0.389694854467619,1.03012120530069,0.60635
"15503","20100727-1279_20m","Eub.Coreg",2010-07-27,"1279_20m","3",0,0,0,NA
"15504","20100727-1279_20m","Eucyclops",2010-07-27,"1279_20m","43",0,0,0,NA
"15505","20100727-1279_20m","Eury.Affi",2010-07-27,"1279_20m","70",12,1.16908456340286,8.14746530335526,1.07152
"15506","20100727-1279_20m","Harp.Naup",2010-07-27,"1279_20m","85",0,0,0,NA
"15507","20100727-1279_20m","Harpact",2010-07-27,"1279_20m","135",0,0,0,NA
"15508","20100727-1279_20m","Ho.Gibber",2010-07-27,"1279_20m","17",0,0,0,NA
"15509","20100727-1279_20m","Le.Kindti",2010-07-27,"1279_20m","19",0,0,0,NA
"15510","20100727-1279_20m","Li.Macrur",2010-07-27,"1279_20m","52",0,0,0,NA
"15511","20100727-1279_20m","Meso.edax",2010-07-27,"1279_20m","40",30,2.92271140850715,10.6426978244531,0.89595
"15512","20100727-1279_20m","othercala",2010-07-27,"1279_20m","9993",129,12.5676590565807,21.0313173481744,0.560238095238095
"15513","20100727-1279_20m","othercyclo",2010-07-27,"1279_20m","9992",36,3.50725369020857,2.08500101198773,0.42897
"15514","20100727-1279_20m","Pa.F.Pop",2010-07-27,"1279_20m","186",0,0,0,NA
"15515","20100727-1279_20m","rotifer",2010-07-27,"1279_20m","9995",2751,268.012636160105,156.081947043362,NA
"15516","20100727-1279_20m","Sc.Kingi",2010-07-27,"1279_20m","191",0,0,0,NA
"15517","20100727-1279_20m","Simo.Ser",2010-07-27,"1279_20m","168",0,0,0,NA
"15518","20100727-1279_20m","unkclad.d",2010-07-27,"1279_20m","990",0,0,0,NA
"15519","20100727-1279_20m","Veligers",2010-07-27,"1279_20m","234",1340,130.547776246652,60.7047159546934,0.0543
"15520","20100727-1281_10m","Acan.vern",2010-07-27,"1281_10m","34",0,0,0,NA
"15521","20100727-1281_10m","Alona.sp",2010-07-27,"1281_10m","181",0,0,0,NA
"15522","20100727-1281_10m","Bo.Longer",2010-07-27,"1281_10m","1",16,3.71606995873304,3.99376402167008,0.27512
"15523","20100727-1281_10m","Cal. Naup",2010-07-27,"1281_10m","83",228,52.9539969119459,8.17841843966838,0.17195
"15524","20100727-1281_10m","Cerio.sp",2010-07-27,"1281_10m","189",0,0,0,NA
"15525","20100727-1281_10m","Ch.Sphae",2010-07-27,"1281_10m","13",0,0,0,NA
"15526","20100727-1281_10m","Clad eggs",2010-07-27,"1281_10m","993",95,22.0641653799774,16.4112333078783,NA
"15527","20100727-1281_10m","Cop eggs",2010-07-27,"1281_10m","994",159,36.9284452149096,4.59538501271825,NA
"15528","20100727-1281_10m","Cy.Scut",2010-07-27,"1281_10m","154",0,0,0,NA
"15529","20100727-1281_10m","Cycl.Naup",2010-07-27,"1281_10m","82",91,21.1351478902942,1.49801488461285,0.1086
"15530","20100727-1281_10m","Da.G.Men",2010-07-27,"1281_10m","9",8,1.85803497936652,12.647082698091,0.933442857142857
"15531","20100727-1281_10m","Da.Long",2010-07-27,"1281_10m","7",0,0,0,NA
"15532","20100727-1281_10m","Da.Parv",2010-07-27,"1281_10m","125",0,0,0,NA
"15533","20100727-1281_10m","Da.Pulex",2010-07-27,"1281_10m","151",0,0,0,NA
"15534","20100727-1281_10m","Da.Retro",2010-07-27,"1281_10m","5",57,13.2384992279865,45.9446324778141,1.07898625
"15535","20100727-1281_10m","Daph.sp",2010-07-27,"1281_10m","113",0,0,0,NA
"15536","20100727-1281_10m","Di.Ashlan",2010-07-27,"1281_10m","67",0,0,0,NA
"15537","20100727-1281_10m","Di.Minut",2010-07-27,"1281_10m","64",2,0.46450874484163,0.9841246680538,0.724
"15538","20100727-1281_10m","Di.Oregon",2010-07-27,"1281_10m","58",74,17.1868235591403,90.1252636182738,0.936675
"15539","20100727-1281_10m","Di.Reigh",2010-07-27,"1281_10m","79",0,0,0,NA
"15540","20100727-1281_10m","Di.Sicil",2010-07-27,"1281_10m","55",0,0,0,NA
"15541","20100727-1281_10m","Di.Sicilo",2010-07-27,"1281_10m","61",0,0,0,NA
"15542","20100727-1281_10m","Dia.Birg",2010-07-27,"1281_10m","15",0,0,0,NA
"15543","20100727-1281_10m","Dia.Brach",2010-07-27,"1281_10m","187",131,30.4253227871268,111.108478729461,0.777093333333333
"15544","20100727-1281_10m","Dia.Thoma",2010-07-27,"1281_10m","31",0,0,0,NA
"15545","20100727-1281_10m","Ep.Lacus",2010-07-27,"1281_10m","73",0,0,0,NA
"15546","20100727-1281_10m","Eub.Coreg",2010-07-27,"1281_10m","3",11,2.55479809662897,7.3389883630212,0.384625
"15547","20100727-1281_10m","Eucyclops",2010-07-27,"1281_10m","43",0,0,0,NA
"15548","20100727-1281_10m","Eury.Affi",2010-07-27,"1281_10m","70",0,0,0,NA
"15549","20100727-1281_10m","Harp.Naup",2010-07-27,"1281_10m","85",2,0.46450874484163,0,NA
"15550","20100727-1281_10m","Harpact",2010-07-27,"1281_10m","135",0,0,0,NA
"15551","20100727-1281_10m","Ho.Gibber",2010-07-27,"1281_10m","17",2,0.46450874484163,0.345485237595468,0.543
"15552","20100727-1281_10m","Le.Kindti",2010-07-27,"1281_10m","19",0,0,0,NA
"15553","20100727-1281_10m","Li.Macrur",2010-07-27,"1281_10m","52",0,0,0,NA
"15554","20100727-1281_10m","Meso.edax",2010-07-27,"1281_10m","40",70,16.2578060694571,58.6226385836292,0.927625
"15555","20100727-1281_10m","othercala",2010-07-27,"1281_10m","9993",86,19.9738760281901,24.4898119108177,0.691319444444444
"15556","20100727-1281_10m","othercyclo",2010-07-27,"1281_10m","9992",74,17.1868235591403,12.6878919759346,0.377226984126984
"15557","20100727-1281_10m","Pa.F.Pop",2010-07-27,"1281_10m","186",0,0,0,NA
"15558","20100727-1281_10m","rotifer",2010-07-27,"1281_10m","9995",382,88.7211702647514,50.7907796872184,NA
"15559","20100727-1281_10m","Sc.Kingi",2010-07-27,"1281_10m","191",0,0,0,NA
"15560","20100727-1281_10m","Simo.Ser",2010-07-27,"1281_10m","168",0,0,0,NA
"15561","20100727-1281_10m","unkclad.d",2010-07-27,"1281_10m","990",0,0,0,NA
"15562","20100727-1281_10m","Veligers",2010-07-27,"1281_10m","234",146,33.909138373439,15.7677493436491,NA
"15563","20100727-27-918","Acan.vern",2010-07-27,"27-918","34",4,0.633706055150194,1.25253438757399,0.60635
"15564","20100727-27-918","Alona.sp",2010-07-27,"27-918","181",0,0,0,NA
"15565","20100727-27-918","Bo.Longer",2010-07-27,"27-918","1",14,2.21797119302568,2.25216202846456,0.288845833333333
"15566","20100727-27-918","Cal. Naup",2010-07-27,"27-918","83",667,105.670484696295,19.5979785117279,0.189044444444444
"15567","20100727-27-918","Cerio.sp",2010-07-27,"27-918","189",0,0,0,NA
"15568","20100727-27-918","Ch.Sphae",2010-07-27,"27-918","13",0,0,0,NA
"15569","20100727-27-918","Clad eggs",2010-07-27,"27-918","993",56,8.87188477210272,5.77141452667488,NA
"15570","20100727-27-918","Cop eggs",2010-07-27,"27-918","994",73,11.565135506491,1.33159069103572,NA
"15571","20100727-27-918","Cy.Scut",2010-07-27,"27-918","154",0,0,0,NA
"15572","20100727-27-918","Cycl.Naup",2010-07-27,"27-918","82",41,6.49548706528949,0.727768877032754,0.1448
"15573","20100727-27-918","Da.G.Men",2010-07-27,"27-918","9",0,0,0,NA
"15574","20100727-27-918","Da.Long",2010-07-27,"27-918","7",0,0,0,NA
"15575","20100727-27-918","Da.Parv",2010-07-27,"27-918","125",0,0,0,NA
"15576","20100727-27-918","Da.Pulex",2010-07-27,"27-918","151",0,0,0,NA
"15577","20100727-27-918","Da.Retro",2010-07-27,"27-918","5",44,6.97076660665214,12.8457625000257,0.848231818181818
"15578","20100727-27-918","Daph.sp",2010-07-27,"27-918","113",0,0,0,NA
"15579","20100727-27-918","Di.Ashlan",2010-07-27,"27-918","67",0,0,0,NA
"15580","20100727-27-918","Di.Minut",2010-07-27,"27-918","64",6,0.950559082725291,2.01851013056339,0.724
"15581","20100727-27-918","Di.Oregon",2010-07-27,"27-918","58",2,0.316853027575097,1.55078423067662,0.8869
"15582","20100727-27-918","Di.Reigh",2010-07-27,"27-918","79",0,0,0,NA
"15583","20100727-27-918","Di.Sicil",2010-07-27,"27-918","55",0,0,0,NA
